taxid,phylum,family,genus_species,gram_status,occupancy
22,Pseudomonadota,Shewanellaceae,Spe_in_Shewanella,Gram negative,33.0
1911682,Pseudomonadota,Colwelliaceae,Pseudocolwellia agarivorans,Gram negative,33.0
1445662,Pseudomonadota,Idiomarinaceae,Idiomarina tyrosinivorans,Gram negative,33.0
502051,Pseudomonadota,Alteromonadaceae,Bowmanella pacifica,Gram negative,33.0
135575,Pseudomonadota,Idiomarinaceae,Spe_in_Idiomarina,Gram negative,33.0
531312,Pseudomonadota,Idiomarinaceae,Aliidiomarina maris,Gram negative,33.0
1673741,Pseudomonadota,Colwelliaceae,Thalassotalea marina,Gram negative,33.0
1513271,Pseudomonadota,Alteromonadaceae,Catenovulum maritimum,Gram negative,33.0
22,Pseudomonadota,Shewanellaceae,Spe_in_Shewanella,Gram negative,33.0
1079179,Pseudomonadota,Kangiellaceae,Kangiella taiwanensis,Gram negative,34.0
2803813,Pseudomonadota,Alteromonadaceae,Alteromonas antoniana,Gram negative,33.0
263724,Pseudomonadota,Idiomarinaceae,Idiomarina ramblicola,Gram negative,33.0
22,Pseudomonadota,Shewanellaceae,Spe_in_Shewanella,Gram negative,33.0
137584,Pseudomonadota,Colwelliaceae,Thalassomonas viridans,Gram negative,33.0
914150,Pseudomonadota,Kangiellaceae,Kangiella geojedonensis,Gram negative,34.0
1193503,Pseudomonadota,Orbaceae,Spe_in_Gilliamella,Gram negative,33.0
1207041,Pseudomonadota,Idiomarinaceae,Idiomarina xiamenensis,Gram negative,33.0
22,Pseudomonadota,Shewanellaceae,Spe_in_Shewanella,Gram negative,33.0
44012,Pseudomonadota,Ferrimonadaceae,Ferrimonas balearica,Gram negative,33.0
365591,Pseudomonadota,Shewanellaceae,Shewanella morhuae,Gram negative,33.0
2582917,Pseudomonadota,Enterobacteriaceae,Klebsiella indica,Gram negative,33.0
614069,Pseudomonadota,Shewanellaceae,Shewanella glacialipiscicola,Gram negative,33.0
263723,Pseudomonadota,Idiomarinaceae,Idiomarina fontislapidosi,Gram negative,33.0
190892,Pseudomonadota,Idiomarinaceae,Idiomarina baltica,Gram negative,33.0
2803815,Pseudomonadota,Alteromonadaceae,Alteromonas lipotrueiana,Gram negative,33.0
233316,Pseudomonadota,Alteromonadaceae,Alteromonas stellipolaris,Gram negative,33.0
364198,Pseudomonadota,Idiomarinaceae,Pseudidiomarina homiensis,Gram negative,33.0
715451,Pseudomonadota,Alteromonadaceae,Alteromonas naphthalenivorans,Gram negative,33.0
589873,Pseudomonadota,Alteromonadaceae,Alteromonas australica,Gram negative,33.0
1518149,Pseudomonadota,Colwelliaceae,Spe_in_Thalassotalea,Gram negative,33.0
1348114,Pseudomonadota,Pseudoalteromonadaceae,Pseudoalteromonas piratica,Gram negative,33.0
357233,Pseudomonadota,Enterobacteriaceae,Siccibacter turicensis,Gram negative,33.0
256839,Pseudomonadota,Shewanellaceae,Shewanella decolorationis,Gram negative,33.0
211668,Pseudomonadota,Colwelliaceae,Colwellia piezophila,Gram negative,33.0
2036687,Pseudomonadota,Colwelliaceae,Thalassotalea profundi,Gram negative,33.0
566,Pseudomonadota,Enterobacteriaceae,Pseudescherichia vulneris,Gram negative,33.0
264736,Pseudomonadota,Vibrionaceae,Photobacterium frigidiphilum,Gram negative,33.0
2529382,Pseudomonadota,Enterobacteriaceae,Enterobacter quasihormaechei,Gram negative,33.0
641841,Pseudomonadota,Idiomarinaceae,Pseudidiomarina aquimaris,Gram negative,33.0
1230533,Pseudomonadota,Colwelliaceae,Thalassotalea piscium,Gram negative,33.0
431675,Pseudomonadota,Idiomarinaceae,Pseudidiomarina sediminum,Gram negative,33.0
158852,Pseudomonadota,Enterobacteriaceae,Trabulsiella guamensis,Gram negative,33.0
502366,Pseudomonadota,Idiomarinaceae,Pseudidiomarina marina,Gram negative,33.0
2497875,Pseudomonadota,Enterobacteriaceae,Enterobacter chuandaensis,Gram negative,33.0
135577,Pseudomonadota,Idiomarinaceae,Idiomarina loihiensis,Gram negative,33.0
1172192,Pseudomonadota,Alteromonadaceae,Catenovulum agarivorans,Gram negative,33.0
61647,Pseudomonadota,Enterobacteriaceae,Pluralibacter gergoviae,Gram negative,33.0
400153,Pseudomonadota,Chromatiaceae,Rheinheimera tangshanensis,Gram negative,33.0
880057,Pseudomonadota,Idiomarinaceae,Aliidiomarina minuta,Gram negative,33.0
1547515,Pseudomonadota,Chromatiaceae,Rheinheimera mesophila,Gram negative,33.0
1646340,Pseudomonadota,Enterobacteriaceae,Kosakonia pseudosacchari,Gram negative,33.0
1267021,Pseudomonadota,Orbaceae,Frischella perrara,Gram negative,33.0
271160,Pseudomonadota,Pasteurellaceae,Nicoletella semolina,Gram negative,33.0
2803814,Pseudomonadota,Alteromonadaceae,Alteromonas lipotrueae,Gram negative,33.0
299767,Pseudomonadota,Enterobacteriaceae,Enterobacter ludwigii,Gram negative,33.0
294935,Pseudomonadota,Vibrionaceae,Enterovibrio coralii,Gram negative,33.0
1938339,Pseudomonadota,Alteromonadaceae,Alteromonas aestuariivivens,Gram negative,33.0
2498451,Pseudomonadota,Chromatiaceae,Rheinheimera mangrovi,Gram negative,33.0
2529380,Pseudomonadota,Enterobacteriaceae,Kosakonia quasisacchari,Gram negative,33.0
551989,Pseudomonadota,Enterobacteriaceae,Kosakonia arachidis,Gram negative,33.0
158877,Pseudomonadota,Enterobacteriaceae,Yokenella regensburgei,Gram negative,33.0
2722756,Pseudomonadota,Pectobacteriaceae,Brenneria izadpanahii,Gram negative,33.0
1158459,Pseudomonadota,Enterobacteriaceae,Kosakonia sacchari,Gram negative,33.0
680026,Pseudomonadota,Vibrionaceae,Photobacterium swingsii,Gram negative,33.0
657,Pseudomonadota,Vibrionaceae,Spe_in_Photobacterium,Gram negative,33.0
435908,Pseudomonadota,Idiomarinaceae,Pseudidiomarina salinarum,Gram negative,33.0
2125989,Pseudomonadota,Alteromonadaceae,Neptunicella marina,Gram negative,33.0
875932,Pseudomonadota,Vibrionaceae,Photobacterium sanguinicancri,Gram negative,33.0
298657,Pseudomonadota,Pseudoalteromonadaceae,Pseudoalteromonas spongiae,Gram negative,33.0
2590884,Pseudomonadota,Shewanellaceae,Shewanella glacialimarina,Gram negative,33.0
38293,Pseudomonadota,Vibrionaceae,Photobacterium damselae,Gram negative,33.0
1435069,Pseudomonadota,Vibrionaceae,Vibrio tritonius,Gram negative,33.0
1335631,Pseudomonadota,Orbaceae,Spe_in_Frischella,Gram negative,33.0
69218,Pseudomonadota,Enterobacteriaceae,Enterobacter cancerogenus,Gram negative,33.0
315421,Pseudomonadota,Alteromonadaceae,Alteromonas hispanica,Gram negative,33.0
1398493,Pseudomonadota,Enterobacteriaceae,Pseudocitrobacter faecalis,Gram negative,33.0
91347,Pseudomonadota,Fam_in_Enterobacterales,Spe_in_Enterobacterales,Gram negative,33.0
1799789,Pseudomonadota,Alteromonadaceae,Paraglaciecola hydrolytica,Gram negative,33.0
1028752,Pseudomonadota,Shewanellaceae,Shewanella aestuarii,Gram negative,33.0
1449799,Pseudomonadota,Idiomarinaceae,Pseudidiomarina halophila,Gram negative,33.0
2303987,Pseudomonadota,Fam_Alteromonadales genera incertae sedis,Motilimonas pumila,Gram negative,33.0
543,Pseudomonadota,Enterobacteriaceae,Spe_in_Enterobacteriaceae,Gram negative,33.0
1005665,Pseudomonadota,Enterobacteriaceae,Kosakonia oryzendophytica,Gram negative,33.0
123824,Pseudomonadota,Pasteurellaceae,Frederiksenia canicola,Gram negative,33.0
447792,Pseudomonadota,Enterobacteriaceae,Spe_in_Phytobacter,Gram negative,33.0
497725,Pseudomonadota,Enterobacteriaceae,Kosakonia oryzae,Gram negative,33.0
858640,Pseudomonadota,Vibrionaceae,Photobacterium jeanii,Gram negative,33.0
1982103,Pseudomonadota,Colwelliaceae,Colwellia echini,Gram negative,33.0
516698,Pseudomonadota,Alteromonadaceae,Alteromonas halophila,Gram negative,33.0
1330547,Pseudomonadota,Enterobacteriaceae,Spe_in_Kosakonia,Gram negative,33.0
2720613,Pseudomonadota,Alteromonadaceae,Alteromonas ponticola,Gram negative,33.0
504469,Pseudomonadota,Vibrionaceae,Enterovibrio nigricans,Gram negative,33.0
160674,Pseudomonadota,Enterobacteriaceae,Spe_in_Raoultella,Gram negative,33.0
718192,Pseudomonadota,Colwelliaceae,Litorilituus sediminis,Gram negative,33.0
1529639,Pseudomonadota,Enterobacteriaceae,Mangrovibacter yixingensis,Gram negative,33.0
349064,Pseudomonadota,Colwelliaceae,Thalassotalea agarivorans,Gram negative,33.0
1940690,Pseudomonadota,Idiomarinaceae,Pseudidiomarina andamanensis,Gram negative,33.0
208962,Pseudomonadota,Enterobacteriaceae,Escherichia albertii,Gram negative,33.0
661,Pseudomonadota,Vibrionaceae,Photobacterium angustum,Gram negative,33.0
3051154,Pseudomonadota,Enterobacteriaceae,Cedecea sulfonylureivorans,Gram negative,33.0
1656094,Pseudomonadota,Alteromonadaceae,Alteromonas confluentis,Gram negative,33.0
471225,Pseudomonadota,Alteromonadaceae,Alteromonas genovensis,Gram negative,33.0
548,Pseudomonadota,Enterobacteriaceae,Klebsiella aerogenes,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
89401,Pseudomonadota,Colwelliaceae,Colwellia demingiae,Gram negative,33.0
577,Pseudomonadota,Enterobacteriaceae,Raoultella terrigena,Gram negative,33.0
188144,Pseudomonadota,Vibrionaceae,Enterovibrio norvegicus,Gram negative,33.0
51288,Pseudomonadota,Enterobacteriaceae,Kluyvera ascorbata,Gram negative,33.0
73098,Pseudomonadota,Enterobacteriaceae,Kluyvera georgiana,Gram negative,33.0
261964,Pseudomonadota,Kangiellaceae,Kangiella koreensis,Gram negative,34.0
39765,Pseudomonadota,Piscirickettsiaceae,Hydrogenovibrio crunogenus,Gram negative,33.0
535744,Pseudomonadota,Enterobacteriaceae,Cronobacter universalis,Gram negative,33.0
413503,Pseudomonadota,Enterobacteriaceae,Cronobacter malonaticus,Gram negative,33.0
93378,Pseudomonadota,Hafniaceae,Edwardsiella hoshinae,Gram negative,33.0
1259973,Pseudomonadota,Enterobacteriaceae,Klebsiella electrica,Gram negative,33.0
2562949,Pseudomonadota,Vibrionaceae,Photobacterium lucens,Gram negative,33.0
1691903,Pseudomonadota,Enterobacteriaceae,Mangrovibacter phragmitis,Gram negative,33.0
28141,Pseudomonadota,Enterobacteriaceae,Cronobacter sakazakii,Gram negative,33.0
2899544,Pseudomonadota,Enterobacteriaceae,Intestinirhabdus alba,Gram negative,33.0
675874,Pseudomonadota,Aeromonadaceae,Tolumonas osonensis,Gram negative,33.0
543,Pseudomonadota,Enterobacteriaceae,Spe_in_Enterobacteriaceae,Gram negative,33.0
561,Pseudomonadota,Enterobacteriaceae,Spe_in_Escherichia,Gram negative,33.0
561,Pseudomonadota,Enterobacteriaceae,Spe_in_Escherichia,Gram negative,33.0
543,Pseudomonadota,Enterobacteriaceae,Spe_in_Enterobacteriaceae,Gram negative,33.0
519453,Pseudomonadota,Idiomarinaceae,Pseudidiomarina maritima,Gram negative,33.0
502365,Pseudomonadota,Idiomarinaceae,Pseudidiomarina tainanensis,Gram negative,33.0
543,Pseudomonadota,Enterobacteriaceae,Spe_in_Enterobacteriaceae,Gram negative,33.0
646534,Pseudomonadota,Vibrionaceae,Grimontia marina,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
2491023,Pseudomonadota,Vibrionaceae,Enterovibrio baiacu,Gram negative,33.0
620,Pseudomonadota,Enterobacteriaceae,Spe_in_Shigella,Gram negative,33.0
1384589,Pseudomonadota,Enterobacteriaceae,Entomohabitans teleogrylli,Gram negative,33.0
561,Pseudomonadota,Enterobacteriaceae,Spe_in_Escherichia,Gram negative,33.0
1334193,Pseudomonadota,Enterobacteriaceae,Enterobacter lignolyticus,Gram negative,33.0
590,Pseudomonadota,Enterobacteriaceae,Spe_in_Salmonella,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
91359,Pseudomonadota,Vibrionaceae,Enterovibrio calviensis,Gram negative,33.0
2894201,Pseudomonadota,Enterobacteriaceae,Citrobacter meridianamericanus,Gram negative,33.0
1851514,Pseudomonadota,Enterobacteriaceae,Scandinavium goeteborgense,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
413501,Pseudomonadota,Enterobacteriaceae,Cronobacter muytjensii,Gram negative,33.0
2491017,Pseudomonadota,Colwelliaceae,Litorilituus lipolyticus,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
2546350,Pseudomonadota,Enterobacteriaceae,Citrobacter arsenatis,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
28228,Pseudomonadota,Colwelliaceae,Spe_in_Colwellia,Gram negative,33.0
1561924,Pseudomonadota,Kangiellaceae,Kangiella profundi,Gram negative,34.0
2725494,Pseudomonadota,Enterobacteriaceae,Kluyvera sichuanensis,Gram negative,33.0
1005667,Pseudomonadota,Enterobacteriaceae,Kosakonia oryziphila,Gram negative,33.0
451513,Pseudomonadota,Enterobacteriaceae,Mangrovibacter plantisponsor,Gram negative,33.0
738,Pseudomonadota,Pasteurellaceae,Glaesserella parasuis,Gram negative,33.0
388278,Pseudomonadota,Vibrionaceae,Photobacterium lutimaris,Gram negative,33.0
1487935,Pseudomonadota,Hafniaceae,Enterobacillus tribolii,Gram negative,33.0
462991,Pseudomonadota,Vibrionaceae,Vibrio hangzhouensis,Gram negative,33.0
914153,Pseudomonadota,Alteromonadaceae,Salinimonas lutimaris,Gram negative,33.0
326537,Pseudomonadota,Colwelliaceae,Colwellia polaris,Gram negative,33.0
641665,Pseudomonadota,Colwelliaceae,Colwellia chukchiensis,Gram negative,33.0
552,Pseudomonadota,Erwiniaceae,Erwinia amylovora,Gram negative,33.0
136468,Pseudomonadota,Vibrionaceae,Vibrio lentus,Gram negative,33.0
2552946,Pseudomonadota,Enterobacteriaceae,Cedecea colo,Gram negative,33.0
1796497,Pseudomonadota,Vibrionaceae,Grimontia celer,Gram negative,33.0
2777577,Pseudomonadota,Vibrionaceae,Vibrio bathopelagicus,Gram negative,33.0
563,Pseudomonadota,Enterobacteriaceae,Shimwellia blattae,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
1676683,Pseudomonadota,Vibrionaceae,Vibrio barjaei,Gram negative,33.0
82988,Pseudomonadota,Enterobacteriaceae,Buttiauxella brennerae,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
170679,Pseudomonadota,Vibrionaceae,Vibrio chagasii,Gram negative,33.0
1654360,Pseudomonadota,Vibrionaceae,Photobacterium galatheae,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
28229,Pseudomonadota,Colwelliaceae,Colwellia psychrerythraea,Gram negative,33.0
1243014,Pseudomonadota,Vibrionaceae,Vibrio thalassae,Gram negative,33.0
544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram negative,33.0
1193503,Pseudomonadota,Orbaceae,Spe_in_Gilliamella,Gram negative,33.0
89402,Pseudomonadota,Colwelliaceae,Colwellia hornerae,Gram negative,33.0
1516159,Pseudomonadota,Vibrionaceae,Vibrio coralliirubri,Gram negative,33.0
71656,Pseudomonadota,Pectobacteriaceae,Brenneria alni,Gram negative,33.0
261965,Pseudomonadota,Kangiellaceae,Kangiella aquimarina,Gram negative,34.0
2614830,Pseudomonadota,Idiomarinaceae,Pseudidiomarina piscicola,Gram negative,33.0
657,Pseudomonadota,Vibrionaceae,Spe_in_Photobacterium,Gram negative,33.0
446372,Pseudomonadota,Vibrionaceae,Vibrio celticus,Gram negative,33.0
1509241,Pseudomonadota,Pectobacteriaceae,Brenneria roseae,Gram negative,33.0
35703,Pseudomonadota,Enterobacteriaceae,Citrobacter amalonaticus,Gram negative,33.0
82991,Pseudomonadota,Enterobacteriaceae,Buttiauxella izardii,Gram negative,33.0
1510206,Pseudomonadota,Vibrionaceae,Salinivibrio socompensis,Gram negative,33.0
51367,Pseudomonadota,Vibrionaceae,Salinivibrio costicola,Gram negative,33.0
2681984,Pseudomonadota,Erwiniaceae,Erwinia sorbitola,Gram negative,33.0
82977,Pseudomonadota,Enterobacteriaceae,Buttiauxella agrestis,Gram negative,33.0
1163710,Pseudomonadota,Enterobacteriaceae,Cronobacter condimenti,Gram negative,33.0
2871826,Pseudomonadota,Enterobacteriaceae,Symbiopectobacterium purcellii,Gram negative,33.0
1195763,Pseudomonadota,Vibrionaceae,Photobacterium aquae,Gram negative,33.0
82990,Pseudomonadota,Enterobacteriaceae,Buttiauxella gaviniae,Gram negative,33.0
82992,Pseudomonadota,Enterobacteriaceae,Buttiauxella noackiae,Gram negative,33.0
2831590,Pseudomonadota,Enterobacteriaceae,Buttiauxella massiliensis,Gram negative,33.0
1967665,Pseudomonadota,Colwelliaceae,Cognaticolwellia beringensis,Gram negative,33.0
569,Pseudomonadota,Hafniaceae,Hafnia alvei,Gram negative,33.0
82983,Pseudomonadota,Hafniaceae,Obesumbacterium proteus,Gram negative,33.0
82993,Pseudomonadota,Enterobacteriaceae,Buttiauxella warmboldiae,Gram negative,33.0
668,Pseudomonadota,Vibrionaceae,Aliivibrio fischeri,Gram negative,33.0
158484,Pseudomonadota,Enterobacteriaceae,Cedecea davisae,Gram negative,33.0
1481923,Pseudomonadota,Vibrionaceae,Vibrio astriarenae,Gram negative,33.0
673,Pseudomonadota,Vibrionaceae,Grimontia hollisae,Gram negative,33.0
158822,Pseudomonadota,Enterobacteriaceae,Cedecea neteri,Gram negative,33.0
55211,Pseudomonadota,Erwiniaceae,Erwinia persicina,Gram negative,33.0
2304625,Pseudomonadota,Colwelliaceae,Colwellia ponticola,Gram negative,33.0
82976,Pseudomonadota,Enterobacteriaceae,Spe_in_Buttiauxella,Gram negative,33.0
128785,Pseudomonadota,Lysobacteraceae,Pseudoxanthomonas mexicana,Gram negative,33.0
2853805,Pseudomonadota,Vibrionaceae,Enterovibrio paralichthyis,Gram negative,33.0
1159017,Pseudomonadota,Idiomarinaceae,Pseudidiomarina indica,Gram negative,33.0
2183582,Pseudomonadota,Alteromonadaceae,Saliniradius amylolyticus,Gram negative,33.0
1295392,Pseudomonadota,Vibrionaceae,Photobacterium gaetbulicola,Gram negative,33.0
570012,Pseudomonadota,Enterobacteriaceae,Shimwellia pseudoproteus,Gram negative,33.0
69222,Pseudomonadota,Erwiniaceae,Erwinia mallotivora,Gram negative,33.0
1655234,Pseudomonadota,Colwelliaceae,Thalassotalea euphylliae,Gram negative,33.0
91347,Pseudomonadota,Fam_in_Enterobacterales,Spe_in_Enterobacterales,Gram negative,33.0
635,Pseudomonadota,Hafniaceae,Spe_in_Edwardsiella,Gram negative,33.0
2878098,Pseudomonadota,Pectobacteriaceae,Pectobacterium colocasium,Gram negative,33.0
68334,Pseudomonadota,Erwiniaceae,Erwinia aphidicola,Gram negative,33.0
993689,Pseudomonadota,Rhodanobacteraceae,Metallibacterium scheffleri,Gram negative,33.0
1443036,Pseudomonadota,Pasteurellaceae,Vespertiliibacter pulmonis,Gram negative,33.0
1109412,Pseudomonadota,Pectobacteriaceae,Brenneria goodwinii,Gram negative,33.0
158823,Pseudomonadota,Enterobacteriaceae,Cedecea lapagei,Gram negative,33.0
398736,Pseudomonadota,Vibrionaceae,Vibrio rhizosphaerae,Gram negative,33.0
69224,Pseudomonadota,Erwiniaceae,Erwinia psidii,Gram negative,33.0
1342794,Pseudomonadota,Vibrionaceae,Photobacterium sanctipauli,Gram negative,33.0
1465635,Pseudomonadota,Erwiniaceae,Pantoea coffeiphila,Gram negative,33.0
2164068,Pseudomonadota,Alteromonadaceae,Alginatibacterium sediminis,Gram negative,33.0
318456,Pseudomonadota,Vibrionaceae,Photobacterium kishitanii,Gram negative,33.0
65700,Pseudomonadota,Erwiniaceae,Erwinia tracheiphila,Gram negative,33.0
266810,Pseudomonadota,Vibrionaceae,Photobacterium lipolyticum,Gram negative,33.0
29494,Pseudomonadota,Vibrionaceae,Vibrio furnissii,Gram negative,33.0
1858656,Pseudomonadota,Alteromonadaceae,Alteromonas pelagimontana,Gram negative,33.0
519452,Pseudomonadota,Idiomarinaceae,Pseudidiomarina donghaiensis,Gram negative,33.0
1056511,Pseudomonadota,Vibrionaceae,Photobacterium marinum,Gram negative,33.0
1381080,Pseudomonadota,Idiomarinaceae,Pseudidiomarina woesei,Gram negative,33.0
1234606,Pseudomonadota,Alteromonadaceae,Gayadomonas joobiniege,Gram negative,33.0
67780,Pseudomonadota,Hafniaceae,Edwardsiella ictaluri,Gram negative,33.0
1263550,Pseudomonadota,Hafniaceae,Edwardsiella piscicida,Gram negative,33.0
55212,Pseudomonadota,Erwiniaceae,Erwinia rhapontici,Gram negative,33.0
754436,Pseudomonadota,Vibrionaceae,Photobacterium aphoticum,Gram negative,33.0
182337,Pseudomonadota,Erwiniaceae,Erwinia billingiae,Gram negative,33.0
546367,Pseudomonadota,Hafniaceae,Hafnia paralvei,Gram negative,33.0
1918945,Pseudomonadota,Vibrionaceae,Vibrio spartinae,Gram negative,33.0
990271,Pseudomonadota,Vibrionaceae,Vibrio variabilis,Gram negative,33.0
413497,Pseudomonadota,Enterobacteriaceae,Cronobacter dublinensis,Gram negative,33.0
2711294,Pseudomonadota,Vibrionaceae,Grimontia sedimenti,Gram negative,33.0
1056512,Pseudomonadota,Vibrionaceae,Grimontia indica,Gram negative,33.0
2572245,Pseudomonadota,Colwelliaceae,Thalassotalea mangrovi,Gram negative,33.0
566293,Pseudomonadota,Vibrionaceae,Aliivibrio sifiae,Gram negative,33.0
122277,Pseudomonadota,Pectobacteriaceae,Spe_in_Pectobacterium,Gram negative,33.0
56807,Pseudomonadota,Alteromonadaceae,Glaciecola pallidula,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
357794,Pseudomonadota,Psychromonadaceae,Psychromonas ingrahamii,Gram negative,33.0
687,Pseudomonadota,Vibrionaceae,Vibrio gazogenes,Gram negative,33.0
796334,Pseudomonadota,Erwiniaceae,Erwinia oleae,Gram negative,33.0
1004159,Pseudomonadota,Morganellaceae,Photorhabdus tasmaniensis,Gram negative,33.0
1563158,Pseudomonadota,Erwiniaceae,Erwinia endophytica,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
55213,Pseudomonadota,Pectobacteriaceae,Brenneria rubrifaciens,Gram negative,33.0
2034769,Pseudomonadota,Pectobacteriaceae,Pectobacterium zantedeschiae,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
2774015,Pseudomonadota,Pectobacteriaceae,Pectobacterium quasiaquaticum,Gram negative,33.0
2339259,Pseudomonadota,Yersiniaceae,Yersinia hibernica,Gram negative,33.0
2034155,Pseudomonadota,Yersiniaceae,Serratia oryzae,Gram negative,33.0
474394,Pseudomonadota,Vibrionaceae,Vibrio mangrovi,Gram negative,33.0
184755,Pseudomonadota,Vibrionaceae,Vibrio ruber,Gram negative,33.0
676,Pseudomonadota,Vibrionaceae,Vibrio fluvialis,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
2607663,Pseudomonadota,Yersiniaceae,Yersinia canariae,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
2890315,Pseudomonadota,Yersiniaceae,Yersinia artesiana,Gram negative,33.0
2890316,Pseudomonadota,Yersiniaceae,Yersinia proxima,Gram negative,33.0
29471,Pseudomonadota,Pectobacteriaceae,Pectobacterium atrosepticum,Gram negative,33.0
1004150,Pseudomonadota,Morganellaceae,Photorhabdus khanii,Gram negative,33.0
2066479,Pseudomonadota,Pectobacteriaceae,Pectobacterium peruviense,Gram negative,33.0
351671,Pseudomonadota,Morganellaceae,Xenorhabdus doucetiae,Gram negative,33.0
2729140,Pseudomonadota,Alteromonadaceae,Salinimonas profundi,Gram negative,33.0
338565,Pseudomonadota,Erwiniaceae,Erwinia tasmaniensis,Gram negative,33.0
554,Pseudomonadota,Pectobacteriaceae,Pectobacterium carotovorum,Gram negative,33.0
2572577,Pseudomonadota,Alteromonadaceae,Salinimonas iocasae,Gram negative,33.0
78398,Pseudomonadota,Pectobacteriaceae,Pectobacterium odoriferum,Gram negative,33.0
2204145,Pseudomonadota,Pectobacteriaceae,Pectobacterium aquaticum,Gram negative,33.0
2200953,Pseudomonadota,Vibrionaceae,Vibrio albus,Gram negative,33.0
2488639,Pseudomonadota,Pectobacteriaceae,Pectobacterium versatile,Gram negative,33.0
2890319,Pseudomonadota,Yersiniaceae,Yersinia thracica,Gram negative,33.0
79967,Pseudomonadota,Erwiniaceae,Erwinia pyrifoliae,Gram negative,33.0
56192,Pseudomonadota,Vibrionaceae,Photobacterium iliopiscarium,Gram negative,33.0
2590031,Pseudomonadota,Pectobacteriaceae,Affinibrenneria salicis,Gram negative,33.0
1378299,Pseudomonadota,Vibrionaceae,Photobacterium piscicola,Gram negative,33.0
1288385,Pseudomonadota,Yersiniaceae,Yersinia pekkanenii,Gram negative,33.0
1604335,Pseudomonadota,Yersiniaceae,Yersinia rochesterensis,Gram negative,33.0
29483,Pseudomonadota,Yersiniaceae,Yersinia aldovae,Gram negative,33.0
511678,Pseudomonadota,Vibrionaceae,Spe_in_Aliivibrio,Gram negative,33.0
160434,Pseudomonadota,Pectobacteriaceae,Samsonia erythrinae,Gram negative,33.0
28152,Pseudomonadota,Yersiniaceae,Yersinia kristensenii,Gram negative,33.0
693153,Pseudomonadota,Vibrionaceae,Vibrio atlanticus,Gram negative,33.0
3034029,Pseudomonadota,Vibrionaceae,Vibrio syngnathi,Gram negative,33.0
2789781,Pseudomonadota,Vibrionaceae,Vibrio nitrifigilis,Gram negative,33.0
2697027,Pseudomonadota,Bruguierivoracaceae,Sodalis ligni,Gram negative,33.0
212663,Pseudomonadota,Vibrionaceae,Vibrio tasmaniensis,Gram negative,33.0
122277,Pseudomonadota,Pectobacteriaceae,Spe_in_Pectobacterium,Gram negative,33.0
55207,Pseudomonadota,Pectobacteriaceae,Pectobacterium betavasculorum,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
180957,Pseudomonadota,Pectobacteriaceae,Pectobacterium brasiliense,Gram negative,33.0
2023717,Pseudomonadota,Vibrionaceae,Photobacterium carnosum,Gram negative,33.0
2052056,Pseudomonadota,Erwiniaceae,Pantoea phytobeneficialis,Gram negative,33.0
1507808,Pseudomonadota,Pectobacteriaceae,Pectobacterium actinidiae,Gram negative,33.0
512643,Pseudomonadota,Vibrionaceae,Photobacterium aquimaris,Gram negative,33.0
390883,Pseudomonadota,Vibrionaceae,Salinivibrio sharmensis,Gram negative,33.0
2485123,Pseudomonadota,Vibrionaceae,Photobacterium chitinilyticum,Gram negative,33.0
613,Pseudomonadota,Yersiniaceae,Spe_in_Serratia,Gram negative,33.0
613,Pseudomonadota,Yersiniaceae,Spe_in_Serratia,Gram negative,33.0
