Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Secundilactobacillus folii],Secundilactobacillus folii,54.7,54.7,100%,9e-06,24.76,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155430538.1?report=genbank&log$=prottop&blast_rank=2003&RID=96KRKV8D016"",""WP_155430538.1"")"
N-acetylmuramoyl-L-alanine amidase [Brumimicrobium salinarum],Brumimicrobium salinarum,53.5,53.5,80%,9e-06,23.84,196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101335724.1?report=genbank&log$=prottop&blast_rank=2004&RID=96KRKV8D016"",""WP_101335724.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus chungangensis],Oceanobacillus chungangensis,54.7,54.7,99%,1e-05,24.88,374,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_115748547.1?report=genbank&log$=prottop&blast_rank=2005&RID=96KRKV8D016"",""WP_115748547.1"")"
N-acetylmuramoyl-L-alanine amidase [Hymenobacter glacieicola],Hymenobacter glacieicola,54.7,54.7,99%,1e-05,27.18,514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188557040.1?report=genbank&log$=prottop&blast_rank=2006&RID=96KRKV8D016"",""WP_188557040.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinokineospora spheciospongiae],Actinokineospora spheciospongiae,54.7,54.7,99%,1e-05,24.17,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_035289844.1?report=genbank&log$=prottop&blast_rank=2007&RID=96KRKV8D016"",""WP_035289844.1"")"
RICIN domain-containing protein [Lentihominibacter faecis],Lentihominibacter faecis,55.1,55.1,94%,1e-05,26.70,1309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_249287298.1?report=genbank&log$=prottop&blast_rank=2008&RID=96KRKV8D016"",""WP_249287298.1"")"
N-acetylmuramoyl-L-alanine amidase [Loigolactobacillus iwatensis],Loigolactobacillus iwatensis,54.3,54.3,99%,1e-05,25.00,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125980513.1?report=genbank&log$=prottop&blast_rank=2009&RID=96KRKV8D016"",""WP_125980513.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus jordanicus],Oceanobacillus jordanicus,54.3,54.3,99%,1e-05,27.54,369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238017759.1?report=genbank&log$=prottop&blast_rank=2010&RID=96KRKV8D016"",""WP_238017759.1"")"
N-acetylmuramoyl-L-alanine amidase [Ureibacillus manganicus],Ureibacillus manganicus,54.7,54.7,99%,1e-05,23.67,618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036182567.1?report=genbank&log$=prottop&blast_rank=2011&RID=96KRKV8D016"",""WP_036182567.1"")"
N-acetylmuramoyl-L-alanine amidase [Savagea serpentis],Savagea serpentis,54.7,54.7,99%,1e-05,26.83,549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194562579.1?report=genbank&log$=prottop&blast_rank=2012&RID=96KRKV8D016"",""WP_194562579.1"")"
N-acetylmuramoyl-L-alanine amidase [Candidatus Syntrophocurvum alkaliphilum],Candidatus Syntrophocurvum alkaliphilum,54.7,54.7,99%,1e-05,25.00,877,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156204258.1?report=genbank&log$=prottop&blast_rank=2013&RID=96KRKV8D016"",""WP_156204258.1"")"
N-acetylmuramoyl-L-alanine amidase [Leptodesmis sichuanensis],Leptodesmis sichuanensis,54.7,54.7,99%,1e-05,23.79,606,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233748377.1?report=genbank&log$=prottop&blast_rank=2014&RID=96KRKV8D016"",""WP_233748377.1"")"
N-acetylmuramoyl-L-alanine amidase [Sinobaca qinghaiensis],Sinobaca qinghaiensis,54.3,54.3,99%,1e-05,25.24,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_170146838.1?report=genbank&log$=prottop&blast_rank=2015&RID=96KRKV8D016"",""WP_170146838.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus massiliigabonensis],Bacillus massiliigabonensis,54.7,54.7,83%,1e-05,25.88,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102273768.1?report=genbank&log$=prottop&blast_rank=2016&RID=96KRKV8D016"",""WP_102273768.1"")"
N-acetylmuramoyl-L-alanine amidase [Corynebacterium sputi],Corynebacterium sputi,54.3,54.3,80%,1e-05,26.16,393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027020097.1?report=genbank&log$=prottop&blast_rank=2017&RID=96KRKV8D016"",""WP_027020097.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus picturae],Oceanobacillus picturae,54.3,54.3,99%,1e-05,27.05,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036577654.1?report=genbank&log$=prottop&blast_rank=2018&RID=96KRKV8D016"",""WP_036577654.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus reuszeri],Brevibacillus reuszeri,54.3,54.3,99%,1e-05,25.25,371,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244873650.1?report=genbank&log$=prottop&blast_rank=2019&RID=96KRKV8D016"",""WP_244873650.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus lutrae],Paenibacillus lutrae,54.3,54.3,99%,1e-05,27.27,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157334776.1?report=genbank&log$=prottop&blast_rank=2020&RID=96KRKV8D016"",""WP_157334776.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus piscarius],Paenibacillus piscarius,54.3,54.3,99%,1e-05,28.29,389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238653117.1?report=genbank&log$=prottop&blast_rank=2021&RID=96KRKV8D016"",""WP_238653117.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus massiliigorillae],Bacillus massiliigorillae,54.3,54.3,99%,2e-05,28.08,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042349341.1?report=genbank&log$=prottop&blast_rank=2022&RID=96KRKV8D016"",""WP_042349341.1"")"
N-acetylmuramoyl-L-alanine amidase [Brumimicrobium mesophilum],Brumimicrobium mesophilum,53.1,53.1,68%,2e-05,25.87,196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_107037197.1?report=genbank&log$=prottop&blast_rank=2023&RID=96KRKV8D016"",""WP_107037197.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus gelatini],Brevibacillus gelatini,54.3,54.3,99%,2e-05,26.70,372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_122906349.1?report=genbank&log$=prottop&blast_rank=2024&RID=96KRKV8D016"",""WP_122906349.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus dakarensis],Bacillus dakarensis,54.3,54.3,80%,2e-05,25.75,562,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077214832.1?report=genbank&log$=prottop&blast_rank=2025&RID=96KRKV8D016"",""WP_077214832.1"")"
N-acetylmuramoyl-L-alanine amidase [Agrilactobacillus fermenti],Agrilactobacillus fermenti,54.3,54.3,100%,2e-05,25.84,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230913032.1?report=genbank&log$=prottop&blast_rank=2026&RID=96KRKV8D016"",""WP_230913032.1"")"
N-acetylmuramoyl-L-alanine amidase [Lyngbya aestuarii],Lyngbya aestuarii,54.3,54.3,99%,2e-05,26.07,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_023067322.1?report=genbank&log$=prottop&blast_rank=2027&RID=96KRKV8D016"",""WP_023067322.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus piri],Paenibacillus piri,53.9,53.9,100%,2e-05,27.40,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165972079.1?report=genbank&log$=prottop&blast_rank=2028&RID=96KRKV8D016"",""WP_165972079.1"")"
N-acetylmuramoyl-L-alanine amidase [Pelorhabdus rhamnosifermentans],Pelorhabdus rhamnosifermentans,53.5,53.5,99%,2e-05,24.77,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246588768.1?report=genbank&log$=prottop&blast_rank=2029&RID=96KRKV8D016"",""WP_246588768.1"")"
N-acetylmuramoyl-L-alanine amidase [Natroniella sulfidigena],Natroniella sulfidigena,53.9,53.9,99%,2e-05,29.13,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_282580164.1?report=genbank&log$=prottop&blast_rank=2030&RID=96KRKV8D016"",""WP_282580164.1"")"
N-acetylmuramoyl-L-alanine amidase [Periweissella cryptocerci],Periweissella cryptocerci,53.5,53.5,99%,2e-05,26.96,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_133364228.1?report=genbank&log$=prottop&blast_rank=2031&RID=96KRKV8D016"",""WP_133364228.1"")"
N-acetylmuramoyl-L-alanine amidase [Lucifera butyrica],Lucifera butyrica,53.9,53.9,99%,2e-05,26.29,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_207857013.1?report=genbank&log$=prottop&blast_rank=2032&RID=96KRKV8D016"",""WP_207857013.1"")"
N-acetylmuramoyl-L-alanine amidase [Haloactinopolyspora alba],Haloactinopolyspora alba,53.9,53.9,99%,2e-05,26.19,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106538623.1?report=genbank&log$=prottop&blast_rank=2033&RID=96KRKV8D016"",""WP_106538623.1"")"
N-acetylmuramoyl-L-alanine amidase [Phaeovulum vinaykumarii],Phaeovulum vinaykumarii,53.9,53.9,99%,2e-05,23.27,458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235816328.1?report=genbank&log$=prottop&blast_rank=2034&RID=96KRKV8D016"",""WP_235816328.1"")"
N-acetylmuramoyl-L-alanine amidase [Leptotrichia buccalis],Leptotrichia buccalis,52.8,52.8,99%,2e-05,26.79,219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238974525.1?report=genbank&log$=prottop&blast_rank=2035&RID=96KRKV8D016"",""WP_238974525.1"")"
N-acetylmuramoyl-L-alanine amidase [Cyanobacterium aponinum],Cyanobacterium aponinum,53.9,53.9,99%,2e-05,24.53,591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015219354.1?report=genbank&log$=prottop&blast_rank=2036&RID=96KRKV8D016"",""WP_015219354.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticaseibacillus brantae],Lacticaseibacillus brantae,53.5,53.5,99%,2e-05,27.18,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057893731.1?report=genbank&log$=prottop&blast_rank=2037&RID=96KRKV8D016"",""WP_057893731.1"")"
N-acetylmuramoyl-L-alanine amidase [Sporomusa ovata],Sporomusa ovata,53.1,53.1,99%,2e-05,23.39,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_021170694.1?report=genbank&log$=prottop&blast_rank=2038&RID=96KRKV8D016"",""WP_021170694.1"")"
N-acetylmuramoyl-L-alanine amidase [Salibacterium qingdaonense],Salibacterium qingdaonense,53.9,53.9,80%,2e-05,26.22,553,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_177195464.1?report=genbank&log$=prottop&blast_rank=2039&RID=96KRKV8D016"",""WP_177195464.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium thailandense],Clostridium thailandense,53.5,53.5,70%,3e-05,28.86,598,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218319752.1?report=genbank&log$=prottop&blast_rank=2040&RID=96KRKV8D016"",""WP_218319752.1"")"
N-acetylmuramoyl-L-alanine amidase [Haloimpatiens massiliensis],Haloimpatiens massiliensis,53.1,53.1,99%,3e-05,24.88,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102401906.1?report=genbank&log$=prottop&blast_rank=2041&RID=96KRKV8D016"",""WP_102401906.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridioides difficile],Clostridioides difficile,53.5,53.5,92%,3e-05,26.84,674,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_021371417.1?report=genbank&log$=prottop&blast_rank=2042&RID=96KRKV8D016"",""WP_021371417.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus piri],Paenibacillus piri,53.5,53.5,100%,3e-05,24.55,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_133228883.1?report=genbank&log$=prottop&blast_rank=2043&RID=96KRKV8D016"",""WP_133228883.1"")"
N-acetylmuramoyl-L-alanine amidase [Loigolactobacillus backii],Loigolactobacillus backii,53.1,53.1,99%,3e-05,25.00,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068222566.1?report=genbank&log$=prottop&blast_rank=2044&RID=96KRKV8D016"",""WP_068222566.1"")"
N-acetylmuramoyl-L-alanine amidase [Lentibacillus amyloliquefaciens],Lentibacillus amyloliquefaciens,53.1,53.1,99%,3e-05,26.57,299,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068446655.1?report=genbank&log$=prottop&blast_rank=2045&RID=96KRKV8D016"",""WP_068446655.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalibaculum sporogenes],Alkalibaculum sporogenes,53.1,53.1,56%,3e-05,29.57,298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_193708472.1?report=genbank&log$=prottop&blast_rank=2046&RID=96KRKV8D016"",""WP_193708472.1"")"
N-acetylmuramoyl-L-alanine amidase [Biomaibacter acetigenes],Biomaibacter acetigenes,53.5,53.5,99%,3e-05,24.63,647,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_122015726.1?report=genbank&log$=prottop&blast_rank=2047&RID=96KRKV8D016"",""WP_122015726.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticaseibacillus chiayiensis],Lacticaseibacillus chiayiensis,53.1,53.1,100%,3e-05,26.92,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_129302126.1?report=genbank&log$=prottop&blast_rank=2048&RID=96KRKV8D016"",""WP_129302126.1"")"
N-acetylmuramoyl-L-alanine amidase [Longispora fulva],Longispora fulva,53.1,53.1,99%,3e-05,27.40,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_197006270.1?report=genbank&log$=prottop&blast_rank=2049&RID=96KRKV8D016"",""WP_197006270.1"")"
N-acetylmuramoyl-L-alanine amidase [Croceibacterium salegens],Croceibacterium salegens,52.8,52.8,99%,3e-05,24.58,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_159794321.1?report=genbank&log$=prottop&blast_rank=2050&RID=96KRKV8D016"",""WP_159794321.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus ginsengihumi],Paenibacillus ginsengihumi,53.1,53.1,99%,3e-05,25.74,372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019535187.1?report=genbank&log$=prottop&blast_rank=2051&RID=96KRKV8D016"",""WP_019535187.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfosporosinus orientis],Desulfosporosinus orientis,53.1,53.1,100%,3e-05,26.51,529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014187493.1?report=genbank&log$=prottop&blast_rank=2052&RID=96KRKV8D016"",""WP_014187493.1"")"
N-acetylmuramoyl-L-alanine amidase [Secundilactobacillus pentosiphilus],Secundilactobacillus pentosiphilus,52.8,52.8,100%,4e-05,24.76,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089121153.1?report=genbank&log$=prottop&blast_rank=2053&RID=96KRKV8D016"",""WP_089121153.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticaseibacillus],Lacticaseibacillus,53.1,53.1,100%,4e-05,26.92,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010488169.1?report=genbank&log$=prottop&blast_rank=2054&RID=96KRKV8D016"",""WP_010488169.1"")"
N-acetylmuramoyl-L-alanine amidase [Ureibacillus terrenus],Ureibacillus terrenus,53.1,53.1,99%,4e-05,24.14,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141601757.1?report=genbank&log$=prottop&blast_rank=2055&RID=96KRKV8D016"",""WP_141601757.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus parabrevis],Brevibacillus parabrevis,53.1,53.1,99%,4e-05,26.70,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242775141.1?report=genbank&log$=prottop&blast_rank=2056&RID=96KRKV8D016"",""WP_242775141.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticaseibacillus],Lacticaseibacillus,53.1,53.1,100%,4e-05,26.92,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_070651919.1?report=genbank&log$=prottop&blast_rank=2057&RID=96KRKV8D016"",""WP_070651919.1"")"
N-acetylmuramoyl-L-alanine amidase [Pelorhabdus rhamnosifermentans],Pelorhabdus rhamnosifermentans,52.8,52.8,99%,4e-05,27.23,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246588909.1?report=genbank&log$=prottop&blast_rank=2058&RID=96KRKV8D016"",""WP_246588909.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfosporosinus youngiae],Desulfosporosinus youngiae,53.1,53.1,100%,4e-05,25.56,529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_007787153.1?report=genbank&log$=prottop&blast_rank=2059&RID=96KRKV8D016"",""WP_007787153.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus agri],Brevibacillus agri,52.8,52.8,99%,5e-05,27.18,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_122952934.1?report=genbank&log$=prottop&blast_rank=2060&RID=96KRKV8D016"",""WP_122952934.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus manasiensis],Oceanobacillus manasiensis,52.8,52.8,99%,5e-05,27.94,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042221265.1?report=genbank&log$=prottop&blast_rank=2061&RID=96KRKV8D016"",""WP_042221265.1"")"
N-acetylmuramoyl-L-alanine amidase [Pontibacillus yanchengensis],Pontibacillus yanchengensis,52.8,52.8,81%,5e-05,28.65,410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052111377.1?report=genbank&log$=prottop&blast_rank=2062&RID=96KRKV8D016"",""WP_052111377.1"")"
N-acetylmuramoyl-L-alanine amidase [Secundilactobacillus yichangensis],Secundilactobacillus yichangensis,52.4,52.4,99%,5e-05,24.02,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_203648297.1?report=genbank&log$=prottop&blast_rank=2063&RID=96KRKV8D016"",""WP_203648297.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Heliomicrobium gestii],Heliomicrobium gestii,52.8,52.8,97%,5e-05,26.21,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235920243.1?report=genbank&log$=prottop&blast_rank=2064&RID=96KRKV8D016"",""WP_235920243.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermosediminibacter litoriperuensis],Thermosediminibacter litoriperuensis,52.8,52.8,99%,5e-05,25.49,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148867635.1?report=genbank&log$=prottop&blast_rank=2065&RID=96KRKV8D016"",""WP_148867635.1"")"
N-acetylmuramoyl-L-alanine amidase [Lactiplantibacillus herbarum],Lactiplantibacillus herbarum,52.4,52.4,99%,5e-05,24.88,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_047999834.1?report=genbank&log$=prottop&blast_rank=2066&RID=96KRKV8D016"",""WP_047999834.1"")"
N-acetylmuramoyl-L-alanine amidase [Maledivibacter halophilus],Maledivibacter halophilus,52.0,52.0,99%,5e-05,26.76,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_079488668.1?report=genbank&log$=prottop&blast_rank=2067&RID=96KRKV8D016"",""WP_079488668.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus donghaensis],Paenibacillus donghaensis,52.8,52.8,99%,5e-05,27.09,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245864092.1?report=genbank&log$=prottop&blast_rank=2068&RID=96KRKV8D016"",""WP_245864092.1"")"
N-acetylmuramoyl-L-alanine amidase [Fructobacillus fructosus],Fructobacillus fructosus,52.4,52.4,99%,6e-05,26.83,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_187753678.1?report=genbank&log$=prottop&blast_rank=2069&RID=96KRKV8D016"",""WP_187753678.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus antibioticus],Brevibacillus antibioticus,52.4,52.4,99%,6e-05,26.11,368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137028037.1?report=genbank&log$=prottop&blast_rank=2070&RID=96KRKV8D016"",""WP_137028037.1"")"
N-acetylmuramoyl-L-alanine amidase [Liquorilactobacillus cacaonum],Liquorilactobacillus cacaonum,52.0,52.0,99%,6e-05,23.53,284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057829242.1?report=genbank&log$=prottop&blast_rank=2071&RID=96KRKV8D016"",""WP_057829242.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium liquoris],Clostridium liquoris,52.0,52.0,99%,6e-05,25.49,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106062952.1?report=genbank&log$=prottop&blast_rank=2072&RID=96KRKV8D016"",""WP_106062952.1"")"
N-acetylmuramoyl-L-alanine amidase [Limosilactobacillus mucosae],Limosilactobacillus mucosae,52.0,52.0,99%,7e-05,25.00,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235803979.1?report=genbank&log$=prottop&blast_rank=2073&RID=96KRKV8D016"",""WP_235803979.1"")"
N-acetylmuramoyl-L-alanine amidase [Chryseobacterium pennipullorum],Chryseobacterium pennipullorum,51.2,51.2,82%,7e-05,26.16,193,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_115926954.1?report=genbank&log$=prottop&blast_rank=2074&RID=96KRKV8D016"",""WP_115926954.1"")"
N-acetylmuramoyl-L-alanine amidase [Capillibacterium thermochitinicola],Capillibacterium thermochitinicola,52.0,52.0,100%,7e-05,23.08,391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231133212.1?report=genbank&log$=prottop&blast_rank=2075&RID=96KRKV8D016"",""WP_231133212.1"")"
N-acetylmuramoyl-L-alanine amidase [Cystobacter ferrugineus],Cystobacter ferrugineus,51.6,51.6,100%,7e-05,24.17,269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071897248.1?report=genbank&log$=prottop&blast_rank=2076&RID=96KRKV8D016"",""WP_071897248.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Thermohalobacter berrensis],Thermohalobacter berrensis,52.4,52.4,99%,7e-05,24.02,688,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120170647.1?report=genbank&log$=prottop&blast_rank=2077&RID=96KRKV8D016"",""WP_120170647.1"")"
N-acetylmuramoyl-L-alanine amidase [Ignavigranum ruoffiae],Ignavigranum ruoffiae,52.4,52.4,99%,8e-05,25.60,448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_092570161.1?report=genbank&log$=prottop&blast_rank=2078&RID=96KRKV8D016"",""WP_092570161.1"")"
N-acetylmuramoyl-L-alanine amidase [Agrilactobacillus yilanensis],Agrilactobacillus yilanensis,52.0,52.0,99%,8e-05,26.09,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125714735.1?report=genbank&log$=prottop&blast_rank=2079&RID=96KRKV8D016"",""WP_125714735.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus flagellatus],Paenibacillus flagellatus,52.0,52.0,90%,8e-05,25.41,371,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110842252.1?report=genbank&log$=prottop&blast_rank=2080&RID=96KRKV8D016"",""WP_110842252.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus solani],Paenibacillus solani,52.0,52.0,99%,8e-05,25.59,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054402132.1?report=genbank&log$=prottop&blast_rank=2081&RID=96KRKV8D016"",""WP_054402132.1"")"
N-acetylmuramoyl-L-alanine amidase [Coprothermobacter proteolyticus],Coprothermobacter proteolyticus,52.0,52.0,99%,8e-05,24.88,529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_236608193.1?report=genbank&log$=prottop&blast_rank=2082&RID=96KRKV8D016"",""WP_236608193.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacillus nanhaiisediminis],Alkalihalobacillus nanhaiisediminis,52.0,52.0,99%,9e-05,22.17,580,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158639961.1?report=genbank&log$=prottop&blast_rank=2083&RID=96KRKV8D016"",""WP_158639961.1"")"
N-acetylmuramoyl-L-alanine amidase [Deinococcus marmoris],Deinococcus marmoris,52.0,52.0,99%,9e-05,26.09,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029482821.1?report=genbank&log$=prottop&blast_rank=2084&RID=96KRKV8D016"",""WP_029482821.1"")"
N-acetylmuramoyl-L-alanine amidase [Pedococcus bigeumensis],Pedococcus bigeumensis,52.0,52.0,97%,9e-05,25.84,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_241668308.1?report=genbank&log$=prottop&blast_rank=2085&RID=96KRKV8D016"",""WP_241668308.1"")"
N-acetylmuramoyl-L-alanine amidase [Corynebacterium xerosis],Corynebacterium xerosis,52.0,52.0,99%,9e-05,25.12,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120983601.1?report=genbank&log$=prottop&blast_rank=2086&RID=96KRKV8D016"",""WP_120983601.1"")"
N-acetylmuramoyl-L-alanine amidase [Aerococcus urinae],Aerococcus urinae,52.0,52.0,99%,9e-05,23.92,460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230080669.1?report=genbank&log$=prottop&blast_rank=2087&RID=96KRKV8D016"",""WP_230080669.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus etheri],Paenibacillus etheri,51.6,51.6,99%,1e-04,26.92,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_060625769.1?report=genbank&log$=prottop&blast_rank=2088&RID=96KRKV8D016"",""WP_060625769.1"")"
N-acetylmuramoyl-L-alanine amidase [Lactiplantibacillus nangangensis],Lactiplantibacillus nangangensis,51.6,51.6,99%,1e-04,24.26,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137616607.1?report=genbank&log$=prottop&blast_rank=2089&RID=96KRKV8D016"",""WP_137616607.1"")"
