Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Paracandidimonas soli],Paracandidimonas soli,46.2,46.2,99%,0.008,24.79,458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132473542.1?report=genbank&log$=prottop&blast_rank=2795&RID=96KS83JX016"",""WP_132473542.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus graminis],Paenibacillus graminis,46.2,46.2,85%,0.008,27.43,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025703700.1?report=genbank&log$=prottop&blast_rank=2796&RID=96KS83JX016"",""WP_025703700.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus monticola],Paenibacillus monticola,46.2,46.2,85%,0.008,25.57,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_154118355.1?report=genbank&log$=prottop&blast_rank=2797&RID=96KS83JX016"",""WP_154118355.1"")"
N-acetylmuramoyl-L-alanine amidase [Chitinophaga silvisoli],Chitinophaga silvisoli,46.2,46.2,98%,0.008,23.76,601,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_116853287.1?report=genbank&log$=prottop&blast_rank=2798&RID=96KS83JX016"",""WP_116853287.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus doumboii],Virgibacillus doumboii,46.2,46.2,99%,0.008,24.02,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_164669938.1?report=genbank&log$=prottop&blast_rank=2799&RID=96KS83JX016"",""WP_164669938.1"")"
N-acetylmuramoyl-L-alanine amidase [Staphylococcus petrasii],Staphylococcus petrasii,45.8,45.8,99%,0.008,22.33,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103366169.1?report=genbank&log$=prottop&blast_rank=2800&RID=96KS83JX016"",""WP_103366169.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium carboxidivorans],Clostridium carboxidivorans,46.2,46.2,99%,0.009,22.71,602,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_007063997.1?report=genbank&log$=prottop&blast_rank=2801&RID=96KS83JX016"",""WP_007063997.1"")"
N-acetylmuramoyl-L-alanine amidase [Halalkalibacter alkaliphilus],Halalkalibacter alkaliphilus,45.4,45.4,99%,0.009,23.53,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_250096879.1?report=genbank&log$=prottop&blast_rank=2802&RID=96KS83JX016"",""WP_250096879.1"")"
N-acetylmuramoyl-L-alanine amidase [Levilactobacillus hammesii],Levilactobacillus hammesii,45.8,45.8,100%,0.009,21.46,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057731800.1?report=genbank&log$=prottop&blast_rank=2803&RID=96KS83JX016"",""WP_057731800.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfitibacter alkalitolerans],Desulfitibacter alkalitolerans,45.4,45.4,49%,0.009,33.00,205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028307035.1?report=genbank&log$=prottop&blast_rank=2804&RID=96KS83JX016"",""WP_028307035.1"")"
N-acetylmuramoyl-L-alanine amidase [Sporosarcina ureae],Sporosarcina ureae,45.1,45.1,61%,0.009,30.30,183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029054107.1?report=genbank&log$=prottop&blast_rank=2805&RID=96KS83JX016"",""WP_029054107.1"")"
N-acetylmuramoyl-L-alanine amidase [Cohnella rhizosphaerae],Cohnella rhizosphaerae,46.2,46.2,87%,0.009,27.78,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_277536778.1?report=genbank&log$=prottop&blast_rank=2806&RID=96KS83JX016"",""WP_277536778.1"")"
N-acetylmuramoyl-L-alanine amidase [Hydrogeniiclostridium mannosilyticum],Hydrogeniiclostridium mannosilyticum,45.4,45.4,99%,0.009,23.77,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242978275.1?report=genbank&log$=prottop&blast_rank=2807&RID=96KS83JX016"",""WP_242978275.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerocolumna jejuensis],Anaerocolumna jejuensis,45.8,45.8,99%,0.009,26.47,305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073278312.1?report=genbank&log$=prottop&blast_rank=2808&RID=96KS83JX016"",""WP_073278312.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Clostridium hydrogenum],Clostridium hydrogenum,45.4,45.4,99%,0.009,22.43,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235699936.1?report=genbank&log$=prottop&blast_rank=2809&RID=96KS83JX016"",""WP_235699936.1"")"
N-acetylmuramoyl-L-alanine amidase [Ureibacillus acetophenoni],Ureibacillus acetophenoni,46.2,46.2,99%,0.009,25.12,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_170949372.1?report=genbank&log$=prottop&blast_rank=2810&RID=96KS83JX016"",""WP_170949372.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus safensis],Bacillus safensis,46.2,46.2,99%,0.009,22.60,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_149126224.1?report=genbank&log$=prottop&blast_rank=2811&RID=96KS83JX016"",""WP_149126224.1"")"
N-acetylmuramoyl-L-alanine amidase [Calderihabitans maritimus],Calderihabitans maritimus,45.4,45.4,97%,0.009,22.66,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088553329.1?report=genbank&log$=prottop&blast_rank=2812&RID=96KS83JX016"",""WP_088553329.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerocolumna cellulosilytica],Anaerocolumna cellulosilytica,45.4,45.4,90%,0.009,27.27,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184089251.1?report=genbank&log$=prottop&blast_rank=2813&RID=96KS83JX016"",""WP_184089251.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus riograndensis],Paenibacillus riograndensis,45.8,45.8,85%,0.009,27.43,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020432798.1?report=genbank&log$=prottop&blast_rank=2814&RID=96KS83JX016"",""WP_020432798.1"")"
N-acetylmuramoyl-L-alanine amidase [Natranaerovirga pectinivora],Natranaerovirga pectinivora,46.2,46.2,99%,0.010,21.57,742,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132254085.1?report=genbank&log$=prottop&blast_rank=2815&RID=96KS83JX016"",""WP_132254085.1"")"
N-acetylmuramoyl-L-alanine amidase [Lactiplantibacillus garii],Lactiplantibacillus garii,45.8,45.8,99%,0.010,24.14,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125072699.1?report=genbank&log$=prottop&blast_rank=2816&RID=96KS83JX016"",""WP_125072699.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Desulfonispora thiosulfatigenes],Desulfonispora thiosulfatigenes,45.8,45.8,99%,0.010,23.65,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084052431.1?report=genbank&log$=prottop&blast_rank=2817&RID=96KS83JX016"",""WP_084052431.1"")"
N-acetylmuramoyl-L-alanine amidase [Marinococcus halophilus],Marinococcus halophilus,45.1,45.1,82%,0.010,25.00,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_079473951.1?report=genbank&log$=prottop&blast_rank=2818&RID=96KS83JX016"",""WP_079473951.1"")"
N-acetylmuramoyl-L-alanine amidase [Sediminibacillus halophilus],Sediminibacillus halophilus,45.4,45.4,91%,0.010,25.39,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074598049.1?report=genbank&log$=prottop&blast_rank=2819&RID=96KS83JX016"",""WP_074598049.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacterium elongatum],Alkalihalobacterium elongatum,46.2,46.2,82%,0.010,23.08,720,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216830377.1?report=genbank&log$=prottop&blast_rank=2820&RID=96KS83JX016"",""WP_216830377.1"")"
N-acetylmuramoyl-L-alanine amidase [Periweissella cryptocerci],Periweissella cryptocerci,45.4,45.4,99%,0.010,24.15,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_133364228.1?report=genbank&log$=prottop&blast_rank=2821&RID=96KS83JX016"",""WP_133364228.1"")"
N-acetylmuramoyl-L-alanine amidase [Deinococcus humi],Deinococcus humi,45.8,45.8,99%,0.010,25.60,617,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184132514.1?report=genbank&log$=prottop&blast_rank=2822&RID=96KS83JX016"",""WP_184132514.1"")"
N-acetylmuramoyl-L-alanine amidase [Tepidibacter formicigenes],Tepidibacter formicigenes,45.8,45.8,48%,0.010,25.25,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072889540.1?report=genbank&log$=prottop&blast_rank=2823&RID=96KS83JX016"",""WP_072889540.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus jeddahense],Oceanobacillus jeddahense,45.4,45.4,99%,0.010,23.08,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052401039.1?report=genbank&log$=prottop&blast_rank=2824&RID=96KS83JX016"",""WP_052401039.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paratissierella segnis],Paratissierella segnis,45.8,45.8,90%,0.010,25.27,701,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_262428231.1?report=genbank&log$=prottop&blast_rank=2825&RID=96KS83JX016"",""WP_262428231.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus rigui],Paenibacillus rigui,45.4,45.4,90%,0.010,24.75,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245855784.1?report=genbank&log$=prottop&blast_rank=2826&RID=96KS83JX016"",""WP_245855784.1"")"
N-acetylmuramoyl-L-alanine amidase [Geobacillus],Geobacillus,45.4,45.4,99%,0.011,24.02,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_033023651.1?report=genbank&log$=prottop&blast_rank=2827&RID=96KS83JX016"",""WP_033023651.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus profundi],Virgibacillus profundi,45.4,45.4,99%,0.011,22.93,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095653965.1?report=genbank&log$=prottop&blast_rank=2828&RID=96KS83JX016"",""WP_095653965.1"")"
N-acetylmuramoyl-L-alanine amidase [Schleiferilactobacillus harbinensis],Schleiferilactobacillus harbinensis,45.8,45.8,99%,0.011,28.16,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_150391814.1?report=genbank&log$=prottop&blast_rank=2829&RID=96KS83JX016"",""WP_150391814.1"")"
N-acetylmuramoyl-L-alanine amidase [Geobacillus],Geobacillus,45.4,45.4,99%,0.011,24.02,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_063166939.1?report=genbank&log$=prottop&blast_rank=2830&RID=96KS83JX016"",""WP_063166939.1"")"
N-acetylmuramoyl-L-alanine amidase [Granulicella arctica],Granulicella arctica,45.4,45.4,49%,0.011,33.00,245,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_263381572.1?report=genbank&log$=prottop&blast_rank=2831&RID=96KS83JX016"",""WP_263381572.1"")"
N-acetylmuramoyl-L-alanine amidase [Planococcus],Planococcus,44.7,44.7,61%,0.011,27.13,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078080233.1?report=genbank&log$=prottop&blast_rank=2832&RID=96KS83JX016"",""WP_078080233.1"")"
N-acetylmuramoyl-L-alanine amidase [Halalkalibacter wakoensis],Halalkalibacter wakoensis,45.4,45.4,99%,0.011,24.27,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_034750632.1?report=genbank&log$=prottop&blast_rank=2833&RID=96KS83JX016"",""WP_034750632.1"")"
N-acetylmuramoyl-L-alanine amidase [Acaryochloris marina],Acaryochloris marina,45.8,45.8,99%,0.011,23.15,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012162985.1?report=genbank&log$=prottop&blast_rank=2834&RID=96KS83JX016"",""WP_012162985.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Clostridiisalibacter paucivorans],Clostridiisalibacter paucivorans,45.4,45.4,97%,0.011,21.46,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026895009.1?report=genbank&log$=prottop&blast_rank=2835&RID=96KS83JX016"",""WP_026895009.1"")"
N-acetylmuramoyl-L-alanine amidase [Qingrenia yutianensis],Qingrenia yutianensis,45.1,45.1,99%,0.011,24.06,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_178348278.1?report=genbank&log$=prottop&blast_rank=2836&RID=96KS83JX016"",""WP_178348278.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulforamulus reducens],Desulforamulus reducens,44.7,44.7,99%,0.011,23.61,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011878897.1?report=genbank&log$=prottop&blast_rank=2837&RID=96KS83JX016"",""WP_011878897.1"")"
N-acetylmuramoyl-L-alanine amidase [Staphylococcus croceilyticus],Staphylococcus croceilyticus,45.4,45.4,99%,0.011,22.33,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103328446.1?report=genbank&log$=prottop&blast_rank=2838&RID=96KS83JX016"",""WP_103328446.1"")"
N-acetylmuramoyl-L-alanine amidase [Cytobacillus horneckiae],Cytobacillus horneckiae,45.1,45.1,99%,0.011,22.44,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066190882.1?report=genbank&log$=prottop&blast_rank=2839&RID=96KS83JX016"",""WP_066190882.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus salinisoli],Oceanobacillus salinisoli,45.4,45.4,99%,0.011,21.08,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156290118.1?report=genbank&log$=prottop&blast_rank=2840&RID=96KS83JX016"",""WP_156290118.1"")"
N-acetylmuramoyl-L-alanine amidase [Staphylococcus lutrae],Staphylococcus lutrae,45.4,45.4,99%,0.011,23.76,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085236074.1?report=genbank&log$=prottop&blast_rank=2841&RID=96KS83JX016"",""WP_085236074.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudoduganella umbonata],Pseudoduganella umbonata,45.8,45.8,99%,0.012,25.32,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137314594.1?report=genbank&log$=prottop&blast_rank=2842&RID=96KS83JX016"",""WP_137314594.1"")"
N-acetylmuramoyl-L-alanine amidase [Staphylococcus],Staphylococcus,45.4,45.4,99%,0.012,24.39,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002448967.1?report=genbank&log$=prottop&blast_rank=2843&RID=96KS83JX016"",""WP_002448967.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus macquariensis],Paenibacillus macquariensis,45.1,45.1,80%,0.012,29.88,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068591728.1?report=genbank&log$=prottop&blast_rank=2844&RID=96KS83JX016"",""WP_068591728.1"")"
N-acetylmuramoyl-L-alanine amidase [Methylosarcina fibrata],Methylosarcina fibrata,45.1,45.1,54%,0.012,28.91,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157385870.1?report=genbank&log$=prottop&blast_rank=2845&RID=96KS83JX016"",""WP_157385870.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus sonchi],Paenibacillus sonchi,45.8,45.8,85%,0.012,27.43,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233183853.1?report=genbank&log$=prottop&blast_rank=2846&RID=96KS83JX016"",""WP_233183853.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Caloranaerobacter ferrireducens],Caloranaerobacter ferrireducens,45.1,45.1,99%,0.012,20.56,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_069650770.1?report=genbank&log$=prottop&blast_rank=2847&RID=96KS83JX016"",""WP_069650770.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus],Paenibacillus,45.1,45.1,68%,0.012,26.90,213,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244908156.1?report=genbank&log$=prottop&blast_rank=2848&RID=96KS83JX016"",""WP_244908156.1"")"
N-acetylmuramoyl-L-alanine amidase [Pusillimonas harenae],Pusillimonas harenae,45.8,45.8,99%,0.012,24.69,453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_130040372.1?report=genbank&log$=prottop&blast_rank=2849&RID=96KS83JX016"",""WP_130040372.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus],Bacillus,45.4,45.4,99%,0.012,22.93,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101577219.1?report=genbank&log$=prottop&blast_rank=2850&RID=96KS83JX016"",""WP_101577219.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paramaledivibacter caminithermalis],Paramaledivibacter caminithermalis,45.1,45.1,99%,0.012,20.47,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073153876.1?report=genbank&log$=prottop&blast_rank=2851&RID=96KS83JX016"",""WP_073153876.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Alkaliphilus hydrothermalis],Alkaliphilus hydrothermalis,45.1,45.1,99%,0.012,23.27,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243427915.1?report=genbank&log$=prottop&blast_rank=2852&RID=96KS83JX016"",""WP_243427915.1"")"
N-acetylmuramoyl-L-alanine amidase [Treponema pallidum],Treponema pallidum,45.4,45.4,99%,0.012,25.64,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014505437.1?report=genbank&log$=prottop&blast_rank=2853&RID=96KS83JX016"",""WP_014505437.1"")"
N-acetylmuramoyl-L-alanine amidase [Ruegeria intermedia],Ruegeria intermedia,45.4,45.4,99%,0.012,24.15,406,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_149774891.1?report=genbank&log$=prottop&blast_rank=2854&RID=96KS83JX016"",""WP_149774891.1"")"
N-acetylmuramoyl-L-alanine amidase [Marinilactibacillus psychrotolerans],Marinilactibacillus psychrotolerans,45.4,45.4,99%,0.012,27.10,366,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_222591722.1?report=genbank&log$=prottop&blast_rank=2855&RID=96KS83JX016"",""WP_222591722.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Clostridium algoriphilum],Clostridium algoriphilum,45.1,45.1,83%,0.012,24.86,219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_264174590.1?report=genbank&log$=prottop&blast_rank=2856&RID=96KS83JX016"",""WP_264174590.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus],Bacillus,45.8,45.8,100%,0.012,23.81,496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_008348299.1?report=genbank&log$=prottop&blast_rank=2857&RID=96KS83JX016"",""WP_008348299.1"")"
SH3 domain-containing protein [Clostridium thermobutyricum],Clostridium thermobutyricum,45.8,45.8,99%,0.013,23.15,715,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002598301.1?report=genbank&log$=prottop&blast_rank=2858&RID=96KS83JX016"",""WP_002598301.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus profundus],Oceanobacillus profundus,45.1,45.1,99%,0.013,25.37,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095310616.1?report=genbank&log$=prottop&blast_rank=2859&RID=96KS83JX016"",""WP_095310616.1"")"
N-acetylmuramoyl-L-alanine amidase [Achromobacter pulmonis],Achromobacter pulmonis,45.4,45.4,99%,0.013,25.85,459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_175131168.1?report=genbank&log$=prottop&blast_rank=2860&RID=96KS83JX016"",""WP_175131168.1"")"
N-acetylmuramoyl-L-alanine amidase [Leptothoe spongobia],Leptothoe spongobia,45.4,45.4,99%,0.013,25.85,506,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246564278.1?report=genbank&log$=prottop&blast_rank=2861&RID=96KS83JX016"",""WP_246564278.1"")"
N-acetylmuramoyl-L-alanine amidase [Treponema paraluiscuniculi],Treponema paraluiscuniculi,45.4,45.4,99%,0.013,25.64,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245522163.1?report=genbank&log$=prottop&blast_rank=2862&RID=96KS83JX016"",""WP_245522163.1"")"
N-acetylmuramoyl-L-alanine amidase [Catonella morbi],Catonella morbi,45.1,45.1,69%,0.013,24.14,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051384100.1?report=genbank&log$=prottop&blast_rank=2863&RID=96KS83JX016"",""WP_051384100.1"")"
N-acetylmuramoyl-L-alanine amidase [Sphingomonas xanthus],Sphingomonas xanthus,45.4,45.4,99%,0.013,25.74,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_187107826.1?report=genbank&log$=prottop&blast_rank=2864&RID=96KS83JX016"",""WP_187107826.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus profundus],Oceanobacillus profundus,45.1,45.1,99%,0.014,26.34,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095311225.1?report=genbank&log$=prottop&blast_rank=2865&RID=96KS83JX016"",""WP_095311225.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus indicireducens],Oceanobacillus indicireducens,45.1,45.1,99%,0.014,25.85,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188857297.1?report=genbank&log$=prottop&blast_rank=2866&RID=96KS83JX016"",""WP_188857297.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus eucommiae],Paenibacillus eucommiae,45.4,45.4,99%,0.014,21.23,394,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209978676.1?report=genbank&log$=prottop&blast_rank=2867&RID=96KS83JX016"",""WP_209978676.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus roseus],Paenibacillus roseus,45.1,45.1,85%,0.014,26.63,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199020882.1?report=genbank&log$=prottop&blast_rank=2868&RID=96KS83JX016"",""WP_199020882.1"")"
N-acetylmuramoyl-L-alanine amidase [Metabacillus litoralis],Metabacillus litoralis,44.7,44.7,84%,0.014,24.16,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240050881.1?report=genbank&log$=prottop&blast_rank=2869&RID=96KS83JX016"",""WP_240050881.1"")"
N-acetylmuramoyl-L-alanine amidase [Noviherbaspirillum malthae],Noviherbaspirillum malthae,45.4,45.4,99%,0.014,24.89,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194724527.1?report=genbank&log$=prottop&blast_rank=2870&RID=96KS83JX016"",""WP_194724527.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus testis],Bacillus testis,45.1,45.1,83%,0.015,26.97,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_050616414.1?report=genbank&log$=prottop&blast_rank=2871&RID=96KS83JX016"",""WP_050616414.1"")"
N-acetylmuramoyl-L-alanine amidase [Ligilactobacillus pobuzihii],Ligilactobacillus pobuzihii,45.1,45.1,99%,0.015,21.60,287,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017868107.1?report=genbank&log$=prottop&blast_rank=2872&RID=96KS83JX016"",""WP_017868107.1"")"
N-acetylmuramoyl-L-alanine amidase [Parageobacillus thermantarcticus],Parageobacillus thermantarcticus,45.1,45.1,99%,0.015,24.88,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090951483.1?report=genbank&log$=prottop&blast_rank=2873&RID=96KS83JX016"",""WP_090951483.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridioides difficile],Clostridioides difficile,45.1,45.1,99%,0.015,24.88,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_021359573.1?report=genbank&log$=prottop&blast_rank=2874&RID=96KS83JX016"",""WP_021359573.1"")"
N-acetylmuramoyl-L-alanine amidase [Adonisia turfae],Adonisia turfae,45.4,45.4,99%,0.015,24.88,549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163661529.1?report=genbank&log$=prottop&blast_rank=2875&RID=96KS83JX016"",""WP_163661529.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudobutyrivibrio xylanivorans],Pseudobutyrivibrio xylanivorans,45.1,45.1,99%,0.015,23.08,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072918254.1?report=genbank&log$=prottop&blast_rank=2876&RID=96KS83JX016"",""WP_072918254.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillaceae],Bacillaceae,45.4,45.4,99%,0.015,23.58,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_040203149.1?report=genbank&log$=prottop&blast_rank=2877&RID=96KS83JX016"",""WP_040203149.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus pasadenensis],Paenibacillus pasadenensis,45.4,45.4,80%,0.015,24.85,484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052333416.1?report=genbank&log$=prottop&blast_rank=2878&RID=96KS83JX016"",""WP_052333416.1"")"
N-acetylmuramoyl-L-alanine amidase [Caproicibacter fermentans],Caproicibacter fermentans,45.1,45.1,90%,0.016,26.87,248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_228725071.1?report=genbank&log$=prottop&blast_rank=2879&RID=96KS83JX016"",""WP_228725071.1"")"
N-acetylmuramoyl-L-alanine amidase [Novosphingobium percolationis],Novosphingobium percolationis,45.1,45.1,90%,0.016,25.69,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_225008782.1?report=genbank&log$=prottop&blast_rank=2880&RID=96KS83JX016"",""WP_225008782.1"")"
N-acetylmuramoyl-L-alanine amidase [Gemmatimonas aurantiaca],Gemmatimonas aurantiaca,45.4,45.4,90%,0.016,25.88,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012683469.1?report=genbank&log$=prottop&blast_rank=2881&RID=96KS83JX016"",""WP_012683469.1"")"
N-acetylmuramoyl-L-alanine amidase [Ligilactobacillus ruminis],Ligilactobacillus ruminis,45.1,45.1,94%,0.016,23.20,269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014073347.1?report=genbank&log$=prottop&blast_rank=2882&RID=96KS83JX016"",""WP_014073347.1"")"
N-acetylmuramoyl-L-alanine amidase [Neobacillus rhizophilus],Neobacillus rhizophilus,45.1,45.1,99%,0.016,24.52,269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_213117580.1?report=genbank&log$=prottop&blast_rank=2883&RID=96KS83JX016"",""WP_213117580.1"")"
