Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Synechococcus lacustris],Synechococcus lacustris,89.0,89.0,96%,4e-18,30.11,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106500212.1?report=genbank&log$=prottop&blast_rank=4146&RID=96KTNVR7013"",""WP_106500212.1"")"
N-acetylmuramoyl-L-alanine amidase [Caldanaerovirga acetigignens],Caldanaerovirga acetigignens,87.0,87.0,98%,4e-18,31.03,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073254495.1?report=genbank&log$=prottop&blast_rank=4147&RID=96KTNVR7013"",""WP_073254495.1"")"
N-acetylmuramoyl-L-alanine amidase [Jiella mangrovi],Jiella mangrovi,89.4,89.4,96%,4e-18,28.83,409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209595569.1?report=genbank&log$=prottop&blast_rank=4148&RID=96KTNVR7013"",""WP_209595569.1"")"
N-acetylmuramoyl-L-alanine amidase [Syntrophobacter fumaroxidans],Syntrophobacter fumaroxidans,89.7,89.7,98%,4e-18,30.63,484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011697600.1?report=genbank&log$=prottop&blast_rank=4149&RID=96KTNVR7013"",""WP_011697600.1"")"
N-acetylmuramoyl-L-alanine amidase [Neobacillus rhizophilus],Neobacillus rhizophilus,89.7,89.7,96%,4e-18,37.78,550,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_249366597.1?report=genbank&log$=prottop&blast_rank=4150&RID=96KTNVR7013"",""WP_249366597.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Cohnella thermotolerans],Cohnella thermotolerans,89.7,89.7,96%,4e-18,33.71,512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027090802.1?report=genbank&log$=prottop&blast_rank=4151&RID=96KTNVR7013"",""WP_027090802.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaena subtropica],Anabaena subtropica,89.7,89.7,98%,4e-18,35.52,565,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199311744.1?report=genbank&log$=prottop&blast_rank=4152&RID=96KTNVR7013"",""WP_199311744.1"")"
N-acetylmuramoyl-L-alanine amidase [Nodularia spumigena],Nodularia spumigena,89.7,89.7,96%,4e-18,35.03,607,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199912120.1?report=genbank&log$=prottop&blast_rank=4153&RID=96KTNVR7013"",""WP_199912120.1"")"
N-acetylmuramoyl-L-alanine amidase [Ectobacillus funiculus],Ectobacillus funiculus,86.7,86.7,98%,4e-18,29.57,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165350710.1?report=genbank&log$=prottop&blast_rank=4154&RID=96KTNVR7013"",""WP_165350710.1"")"
N-acetylmuramoyl-L-alanine amidase [Paracoccus alcaliphilus],Paracoccus alcaliphilus,89.4,89.4,96%,4e-18,30.00,408,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090611024.1?report=genbank&log$=prottop&blast_rank=4155&RID=96KTNVR7013"",""WP_090611024.1"")"
N-acetylmuramoyl-L-alanine amidase [Neisseria subflava],Neisseria subflava,89.4,89.4,97%,4e-18,28.83,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036472323.1?report=genbank&log$=prottop&blast_rank=4156&RID=96KTNVR7013"",""WP_036472323.1"")"
N-acetylmuramoyl-L-alanine amidase AmiC [Pseudocitrobacter vendiensis],Pseudocitrobacter vendiensis,89.4,89.4,97%,4e-18,29.73,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_253897778.1?report=genbank&log$=prottop&blast_rank=4157&RID=96KTNVR7013"",""WP_253897778.1"")"
N-acetylmuramoyl-L-alanine amidase [Sulfitobacter delicatus],Sulfitobacter delicatus,89.4,89.4,96%,4e-18,28.51,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_093739279.1?report=genbank&log$=prottop&blast_rank=4158&RID=96KTNVR7013"",""WP_093739279.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfitobacterium metallireducens],Desulfitobacterium metallireducens,89.7,89.7,98%,4e-18,32.99,676,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006715530.1?report=genbank&log$=prottop&blast_rank=4159&RID=96KTNVR7013"",""WP_006715530.1"")"
N-acetylmuramoyl-L-alanine amidase [Lysinibacillus parviboronicapiens],Lysinibacillus parviboronicapiens,87.0,87.0,100%,4e-18,30.88,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_107950594.1?report=genbank&log$=prottop&blast_rank=4160&RID=96KTNVR7013"",""WP_107950594.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermoanaerobacter siderophilus],Thermoanaerobacter siderophilus,86.7,86.7,80%,4e-18,39.19,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_003870990.1?report=genbank&log$=prottop&blast_rank=4161&RID=96KTNVR7013"",""WP_003870990.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Lysinibacillus],Lysinibacillus,87.0,87.0,98%,4e-18,30.50,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126658210.1?report=genbank&log$=prottop&blast_rank=4162&RID=96KTNVR7013"",""WP_126658210.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium culturomicium],Clostridium culturomicium,86.7,86.7,96%,4e-18,33.70,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_040193672.1?report=genbank&log$=prottop&blast_rank=4163&RID=96KTNVR7013"",""WP_040193672.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium saccharobutylicum],Clostridium saccharobutylicum,89.7,89.7,93%,4e-18,31.96,653,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052334849.1?report=genbank&log$=prottop&blast_rank=4164&RID=96KTNVR7013"",""WP_052334849.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus oceani],Virgibacillus oceani,87.4,87.4,96%,4e-18,35.36,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188455978.1?report=genbank&log$=prottop&blast_rank=4165&RID=96KTNVR7013"",""WP_188455978.1"")"
N-acetylmuramoyl-L-alanine amidase [Muricauda],Muricauda,85.9,85.9,99%,4e-18,33.85,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_237688999.1?report=genbank&log$=prottop&blast_rank=4166&RID=96KTNVR7013"",""WP_237688999.1"")"
N-acetylmuramoyl-L-alanine amidase [Roseovarius spongiae],Roseovarius spongiae,89.4,89.4,96%,4e-18,31.67,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245964146.1?report=genbank&log$=prottop&blast_rank=4167&RID=96KTNVR7013"",""WP_245964146.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium mobile],Clostridium mobile,89.7,89.7,94%,4e-18,35.52,597,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216440768.1?report=genbank&log$=prottop&blast_rank=4168&RID=96KTNVR7013"",""WP_216440768.1"")"
N-acetylmuramoyl-L-alanine amidase [Bergeriella denitrificans],Bergeriella denitrificans,89.4,89.4,98%,4e-18,30.49,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066077596.1?report=genbank&log$=prottop&blast_rank=4169&RID=96KTNVR7013"",""WP_066077596.1"")"
N-acetylmuramoyl-L-alanine amidase [Arenibacter certesii],Arenibacter certesii,86.7,86.7,86%,4e-18,33.93,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_034235096.1?report=genbank&log$=prottop&blast_rank=4170&RID=96KTNVR7013"",""WP_034235096.1"")"
N-acetylmuramoyl-L-alanine amidase [Carboxydothermus ferrireducens],Carboxydothermus ferrireducens,87.8,87.8,86%,4e-18,32.30,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051250218.1?report=genbank&log$=prottop&blast_rank=4171&RID=96KTNVR7013"",""WP_051250218.1"")"
N-acetylmuramoyl-L-alanine amidase [Diplocloster agilis],Diplocloster agilis,87.4,87.4,96%,5e-18,32.42,270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238720778.1?report=genbank&log$=prottop&blast_rank=4172&RID=96KTNVR7013"",""WP_238720778.1"")"
N-acetylmuramoyl-L-alanine amidase [Muricauda nanhaiensis],Muricauda nanhaiensis,86.7,86.7,96%,5e-18,30.85,223,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_181899552.1?report=genbank&log$=prottop&blast_rank=4173&RID=96KTNVR7013"",""WP_181899552.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Aneurinibacillus],Aneurinibacillus,89.7,89.7,88%,5e-18,34.36,594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057899982.1?report=genbank&log$=prottop&blast_rank=4174&RID=96KTNVR7013"",""WP_057899982.1"")"
N-acetylmuramoyl-L-alanine amidase [Geobacillus],Geobacillus,86.7,86.7,93%,5e-18,36.36,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025950346.1?report=genbank&log$=prottop&blast_rank=4175&RID=96KTNVR7013"",""WP_025950346.1"")"
N-acetylmuramoyl-L-alanine amidase AmiC [Citrobacter],Citrobacter,89.4,89.4,97%,5e-18,29.73,417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042288884.1?report=genbank&log$=prottop&blast_rank=4176&RID=96KTNVR7013"",""WP_042288884.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus wynnii],Paenibacillus wynnii,89.7,89.7,96%,5e-18,33.52,505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036657041.1?report=genbank&log$=prottop&blast_rank=4177&RID=96KTNVR7013"",""WP_036657041.1"")"
N-acetylmuramoyl-L-alanine amidase [Halodesulfovibrio spirochaetisodalis],Halodesulfovibrio spirochaetisodalis,89.7,89.7,98%,5e-18,28.64,550,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231895541.1?report=genbank&log$=prottop&blast_rank=4178&RID=96KTNVR7013"",""WP_231895541.1"")"
N-acetylmuramoyl-L-alanine amidase [Nodularia spumigena],Nodularia spumigena,89.7,89.7,93%,5e-18,29.24,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006194854.1?report=genbank&log$=prottop&blast_rank=4179&RID=96KTNVR7013"",""WP_006194854.1"")"
N-acetylmuramoyl-L-alanine amidase [Petrotoga halophila],Petrotoga halophila,89.4,89.4,94%,5e-18,32.39,455,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103897943.1?report=genbank&log$=prottop&blast_rank=4180&RID=96KTNVR7013"",""WP_103897943.1"")"
N-acetylmuramoyl-L-alanine amidase [Jeotgalibacillus soli],Jeotgalibacillus soli,89.0,89.0,97%,5e-18,31.07,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084219848.1?report=genbank&log$=prottop&blast_rank=4181&RID=96KTNVR7013"",""WP_084219848.1"")"
N-acetylmuramoyl-L-alanine amidase [Primorskyibacter flagellatus],Primorskyibacter flagellatus,89.4,89.4,97%,5e-18,29.02,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188477911.1?report=genbank&log$=prottop&blast_rank=4182&RID=96KTNVR7013"",""WP_188477911.1"")"
N-acetylmuramoyl-L-alanine amidase [Limnochorda pilosa],Limnochorda pilosa,87.0,87.0,96%,5e-18,29.84,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068138517.1?report=genbank&log$=prottop&blast_rank=4183&RID=96KTNVR7013"",""WP_068138517.1"")"
N-acetylmuramoyl-L-alanine amidase [Marasmitruncus massiliensis],Marasmitruncus massiliensis,89.7,89.7,100%,5e-18,32.20,1359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101911055.1?report=genbank&log$=prottop&blast_rank=4184&RID=96KTNVR7013"",""WP_101911055.1"")"
N-acetylmuramoyl-L-alanine amidase [Tissierella praeacuta],Tissierella praeacuta,86.7,86.7,84%,5e-18,33.97,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072977624.1?report=genbank&log$=prottop&blast_rank=4185&RID=96KTNVR7013"",""WP_072977624.1"")"
N-acetylmuramoyl-L-alanine amidase [Mesoaciditoga lauensis],Mesoaciditoga lauensis,86.3,86.3,98%,5e-18,32.60,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051962784.1?report=genbank&log$=prottop&blast_rank=4186&RID=96KTNVR7013"",""WP_051962784.1"")"
N-acetylmuramoyl-L-alanine amidase [Sphaerospermopsis aphanizomenoides],Sphaerospermopsis aphanizomenoides,89.7,89.7,96%,5e-18,32.00,633,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234300719.1?report=genbank&log$=prottop&blast_rank=4187&RID=96KTNVR7013"",""WP_234300719.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermostichus lividus],Thermostichus lividus,89.4,89.4,98%,5e-18,33.52,464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_227517467.1?report=genbank&log$=prottop&blast_rank=4188&RID=96KTNVR7013"",""WP_227517467.1"")"
N-acetylmuramoyl-L-alanine amidase [Skermanella rosea],Skermanella rosea,87.4,87.4,89%,5e-18,30.14,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_228434961.1?report=genbank&log$=prottop&blast_rank=4189&RID=96KTNVR7013"",""WP_228434961.1"")"
N-acetylmuramoyl-L-alanine amidase [Duganella callida],Duganella callida,89.4,89.4,97%,5e-18,30.49,453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_135203476.1?report=genbank&log$=prottop&blast_rank=4190&RID=96KTNVR7013"",""WP_135203476.1"")"
N-acetylmuramoyl-L-alanine amidase [Chroogloeocystis siderophila],Chroogloeocystis siderophila,89.7,89.7,100%,5e-18,34.78,584,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_178378049.1?report=genbank&log$=prottop&blast_rank=4191&RID=96KTNVR7013"",""WP_178378049.1"")"
N-acetylmuramoyl-L-alanine amidase [Cohnella kolymensis],Cohnella kolymensis,89.7,89.7,94%,5e-18,32.56,508,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_082034316.1?report=genbank&log$=prottop&blast_rank=4192&RID=96KTNVR7013"",""WP_082034316.1"")"
N-acetylmuramoyl-L-alanine amidase [Natranaerobius thermophilus],Natranaerobius thermophilus,89.7,89.7,98%,5e-18,32.60,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012447537.1?report=genbank&log$=prottop&blast_rank=4193&RID=96KTNVR7013"",""WP_012447537.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus elgii],Paenibacillus elgii,89.7,89.7,96%,5e-18,31.07,614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_063183943.1?report=genbank&log$=prottop&blast_rank=4194&RID=96KTNVR7013"",""WP_063183943.1"")"
N-acetylmuramoyl-L-alanine amidase [Lentibacillus amyloliquefaciens],Lentibacillus amyloliquefaciens,87.4,87.4,96%,5e-18,35.20,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068444326.1?report=genbank&log$=prottop&blast_rank=4195&RID=96KTNVR7013"",""WP_068444326.1"")"
N-acetylmuramoyl-L-alanine amidase [Nodosilinea nodulosa],Nodosilinea nodulosa,89.7,89.7,98%,5e-18,30.39,592,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017299394.1?report=genbank&log$=prottop&blast_rank=4196&RID=96KTNVR7013"",""WP_017299394.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus maysiensis],Paenibacillus maysiensis,89.7,89.7,97%,5e-18,32.40,525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025683286.1?report=genbank&log$=prottop&blast_rank=4197&RID=96KTNVR7013"",""WP_025683286.1"")"
N-acetylmuramoyl-L-alanine amidase AmiC [Citrobacter],Citrobacter,89.4,89.4,97%,5e-18,29.73,417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024130905.1?report=genbank&log$=prottop&blast_rank=4198&RID=96KTNVR7013"",""WP_024130905.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Brevibacillus formosus],Brevibacillus formosus,89.7,89.7,98%,5e-18,28.49,551,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_047073976.1?report=genbank&log$=prottop&blast_rank=4199&RID=96KTNVR7013"",""WP_047073976.1"")"
N-acetylmuramoyl-L-alanine amidase [Moorella humiferrea],Moorella humiferrea,86.7,86.7,96%,5e-18,34.09,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106005665.1?report=genbank&log$=prottop&blast_rank=4200&RID=96KTNVR7013"",""WP_106005665.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfofundulus thermobenzoicus],Desulfofundulus thermobenzoicus,86.7,86.7,93%,5e-18,36.36,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152946334.1?report=genbank&log$=prottop&blast_rank=4201&RID=96KTNVR7013"",""WP_152946334.1"")"
N-acetylmuramoyl-L-alanine amidase [Brasilonema sennae],Brasilonema sennae,89.7,89.7,96%,5e-18,30.29,674,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169267792.1?report=genbank&log$=prottop&blast_rank=4202&RID=96KTNVR7013"",""WP_169267792.1"")"
N-acetylmuramoyl-L-alanine amidase [Hassalia byssoidea],Hassalia byssoidea,89.7,89.7,96%,5e-18,29.55,605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_201280653.1?report=genbank&log$=prottop&blast_rank=4203&RID=96KTNVR7013"",""WP_201280653.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudodesulfovibrio aespoeensis],Pseudodesulfovibrio aespoeensis,89.7,89.7,98%,5e-18,29.09,614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013516067.1?report=genbank&log$=prottop&blast_rank=4204&RID=96KTNVR7013"",""WP_013516067.1"")"
N-acetylmuramoyl-L-alanine amidase [Anthocerotibacter panamensis],Anthocerotibacter panamensis,89.7,89.7,91%,5e-18,32.12,604,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218082765.1?report=genbank&log$=prottop&blast_rank=4205&RID=96KTNVR7013"",""WP_218082765.1"")"
N-acetylmuramoyl-L-alanine amidase [Tissierella simiarum],Tissierella simiarum,89.4,89.4,98%,5e-18,30.00,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216516724.1?report=genbank&log$=prottop&blast_rank=4206&RID=96KTNVR7013"",""WP_216516724.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Clostridium polynesiense],Clostridium polynesiense,86.7,86.7,98%,5e-18,29.80,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052447248.1?report=genbank&log$=prottop&blast_rank=4207&RID=96KTNVR7013"",""WP_052447248.1"")"
N-acetylmuramoyl-L-alanine amidase [Jeongeupia naejangsanensis],Jeongeupia naejangsanensis,89.4,89.4,97%,5e-18,29.91,435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_203538956.1?report=genbank&log$=prottop&blast_rank=4208&RID=96KTNVR7013"",""WP_203538956.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Brevibacillus agri],Brevibacillus agri,89.7,89.7,98%,5e-18,29.05,545,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_005835486.1?report=genbank&log$=prottop&blast_rank=4209&RID=96KTNVR7013"",""WP_005835486.1"")"
N-acetylmuramoyl-L-alanine amidase [Gracilibacillus saliphilus],Gracilibacillus saliphilus,89.7,89.7,86%,5e-18,34.97,1059,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163580510.1?report=genbank&log$=prottop&blast_rank=4210&RID=96KTNVR7013"",""WP_163580510.1"")"
N-acetylmuramoyl-L-alanine amidase [Derxia lacustris],Derxia lacustris,89.4,89.4,97%,5e-18,29.60,494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235839878.1?report=genbank&log$=prottop&blast_rank=4211&RID=96KTNVR7013"",""WP_235839878.1"")"
N-acetylmuramoyl-L-alanine amidase [Syntrophomonas palmitatica],Syntrophomonas palmitatica,89.7,89.7,96%,5e-18,29.89,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054694983.1?report=genbank&log$=prottop&blast_rank=4212&RID=96KTNVR7013"",""WP_054694983.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Jeotgalibacillus alimentarius],Jeotgalibacillus alimentarius,86.7,86.7,99%,5e-18,32.65,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_041120858.1?report=genbank&log$=prottop&blast_rank=4213&RID=96KTNVR7013"",""WP_041120858.1"")"
N-acetylmuramoyl-L-alanine amidase [Parapedobacter pyrenivorans],Parapedobacter pyrenivorans,89.7,89.7,98%,5e-18,33.52,611,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188505029.1?report=genbank&log$=prottop&blast_rank=4214&RID=96KTNVR7013"",""WP_188505029.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermoactinomyces],Thermoactinomyces,86.7,86.7,95%,5e-18,34.25,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_037997279.1?report=genbank&log$=prottop&blast_rank=4215&RID=96KTNVR7013"",""WP_037997279.1"")"
N-acetylmuramoyl-L-alanine amidase AmiC [Raoultella],Raoultella,89.0,89.0,97%,5e-18,29.73,417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_032690903.1?report=genbank&log$=prottop&blast_rank=4216&RID=96KTNVR7013"",""WP_032690903.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium formicaceticum],Clostridium formicaceticum,87.0,87.0,95%,5e-18,29.23,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_070968729.1?report=genbank&log$=prottop&blast_rank=4217&RID=96KTNVR7013"",""WP_070968729.1"")"
N-acetylmuramoyl-L-alanine amidase [Fervidicola ferrireducens],Fervidicola ferrireducens,86.7,86.7,98%,5e-18,31.50,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066354526.1?report=genbank&log$=prottop&blast_rank=4218&RID=96KTNVR7013"",""WP_066354526.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Sporohalobacter salinus],Sporohalobacter salinus,89.4,89.4,97%,5e-18,32.58,438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204990429.1?report=genbank&log$=prottop&blast_rank=4219&RID=96KTNVR7013"",""WP_204990429.1"")"
N-acetylmuramoyl-L-alanine amidase [Carboxydothermus hydrogenoformans],Carboxydothermus hydrogenoformans,87.4,87.4,86%,5e-18,32.92,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011345435.1?report=genbank&log$=prottop&blast_rank=4220&RID=96KTNVR7013"",""WP_011345435.1"")"
N-acetylmuramoyl-L-alanine amidase [Petrotoga mexicana],Petrotoga mexicana,89.4,89.4,94%,5e-18,32.39,455,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103076504.1?report=genbank&log$=prottop&blast_rank=4221&RID=96KTNVR7013"",""WP_103076504.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus dakarensis],Virgibacillus dakarensis,87.0,87.0,96%,5e-18,37.22,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088051530.1?report=genbank&log$=prottop&blast_rank=4222&RID=96KTNVR7013"",""WP_088051530.1"")"
SH3 domain-containing protein [Exiguobacterium],Exiguobacterium,89.4,89.4,94%,5e-18,32.24,501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026824360.1?report=genbank&log$=prottop&blast_rank=4223&RID=96KTNVR7013"",""WP_026824360.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus mojavensis],Bacillus mojavensis,87.0,87.0,96%,5e-18,35.56,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168747912.1?report=genbank&log$=prottop&blast_rank=4224&RID=96KTNVR7013"",""WP_168747912.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfitobacterium],Desulfitobacterium,89.4,89.4,98%,5e-18,33.33,538,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_005814549.1?report=genbank&log$=prottop&blast_rank=4225&RID=96KTNVR7013"",""WP_005814549.1"")"
N-acetylmuramoyl-L-alanine amidase [Roseovarius atlanticus],Roseovarius atlanticus,89.0,89.0,96%,5e-18,29.86,403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057793967.1?report=genbank&log$=prottop&blast_rank=4226&RID=96KTNVR7013"",""WP_057793967.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Clostridium colicanis],Clostridium colicanis,86.3,86.3,97%,5e-18,30.10,223,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242862628.1?report=genbank&log$=prottop&blast_rank=4227&RID=96KTNVR7013"",""WP_242862628.1"")"
N-acetylmuramoyl-L-alanine amidase [Neobacillus sedimentimangrovi],Neobacillus sedimentimangrovi,87.4,87.4,96%,5e-18,37.22,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163183066.1?report=genbank&log$=prottop&blast_rank=4228&RID=96KTNVR7013"",""WP_163183066.1"")"
N-acetylmuramoyl-L-alanine amidase [Effusibacillus pohliae],Effusibacillus pohliae,86.7,86.7,96%,6e-18,34.27,230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018133462.1?report=genbank&log$=prottop&blast_rank=4229&RID=96KTNVR7013"",""WP_018133462.1"")"
N-acetylmuramoyl-L-alanine amidase AmiA [Kluyvera cryocrescens],Kluyvera cryocrescens,87.4,87.4,97%,6e-18,27.93,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_061282959.1?report=genbank&log$=prottop&blast_rank=4230&RID=96KTNVR7013"",""WP_061282959.1"")"
N-acetylmuramoyl-L-alanine amidase [Campylobacter canadensis],Campylobacter canadensis,89.7,89.7,96%,6e-18,32.13,588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_224316044.1?report=genbank&log$=prottop&blast_rank=4231&RID=96KTNVR7013"",""WP_224316044.1"")"
N-acetylmuramoyl-L-alanine amidase [Rugamonas aquatica],Rugamonas aquatica,89.4,89.4,97%,6e-18,30.80,486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152839064.1?report=genbank&log$=prottop&blast_rank=4232&RID=96KTNVR7013"",""WP_152839064.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium neonatale],Clostridium neonatale,89.7,89.7,94%,6e-18,28.72,669,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_200848548.1?report=genbank&log$=prottop&blast_rank=4233&RID=96KTNVR7013"",""WP_200848548.1"")"
