Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Desulfatibacillum aliphaticivorans],Desulfatibacillum aliphaticivorans,88.2,88.2,99%,2e-17,29.26,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015948731.1?report=genbank&log$=prottop&blast_rank=4724&RID=96KSZWM4016"",""WP_015948731.1"")"
N-acetylmuramoyl-L-alanine amidase [Atopococcus tabaci],Atopococcus tabaci,87.8,87.8,97%,2e-17,32.80,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240470653.1?report=genbank&log$=prottop&blast_rank=4725&RID=96KSZWM4016"",""WP_240470653.1"")"
GBS Bsp-like repeat-containing protein [Streptococcus loxodontisalivarius],Streptococcus loxodontisalivarius,88.2,88.2,100%,2e-17,31.07,769,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205010024.1?report=genbank&log$=prottop&blast_rank=4726&RID=96KSZWM4016"",""WP_205010024.1"")"
N-acetylmuramoyl-L-alanine amidase [Levilactobacillus fujinensis],Levilactobacillus fujinensis,86.3,86.3,100%,2e-17,26.98,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125685840.1?report=genbank&log$=prottop&blast_rank=4727&RID=96KSZWM4016"",""WP_125685840.1"")"
SH3 domain-containing protein [Sporotomaculum syntrophicum],Sporotomaculum syntrophicum,88.2,88.2,98%,2e-17,29.59,772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161821869.1?report=genbank&log$=prottop&blast_rank=4728&RID=96KSZWM4016"",""WP_161821869.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus],Paenibacillus,87.8,87.8,98%,2e-17,31.19,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157319216.1?report=genbank&log$=prottop&blast_rank=4729&RID=96KSZWM4016"",""WP_157319216.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus agaridevorans],Paenibacillus agaridevorans,85.9,85.9,99%,2e-17,34.74,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_214626336.1?report=genbank&log$=prottop&blast_rank=4730&RID=96KSZWM4016"",""WP_214626336.1"")"
N-acetylmuramoyl-L-alanine amidase [Halobacillus karajensis],Halobacillus karajensis,87.4,87.4,98%,2e-17,31.02,356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074735787.1?report=genbank&log$=prottop&blast_rank=4731&RID=96KSZWM4016"",""WP_074735787.1"")"
N-acetylmuramoyl-L-alanine amidase [Levilactobacillus parabrevis],Levilactobacillus parabrevis,86.3,86.3,98%,2e-17,26.74,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020088544.1?report=genbank&log$=prottop&blast_rank=4732&RID=96KSZWM4016"",""WP_020088544.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus oralis],Paenibacillus oralis,88.2,88.2,100%,2e-17,29.32,511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_128634039.1?report=genbank&log$=prottop&blast_rank=4733&RID=96KSZWM4016"",""WP_128634039.1"")"
N-acetylmuramoyl-L-alanine amidase [Leuconostoc fallax],Leuconostoc fallax,86.7,86.7,95%,2e-17,31.32,296,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010007382.1?report=genbank&log$=prottop&blast_rank=4734&RID=96KSZWM4016"",""WP_010007382.1"")"
N-acetylmuramoyl-L-alanine amidase [Aminiphilus circumscriptus],Aminiphilus circumscriptus,88.2,88.2,98%,2e-17,29.91,553,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029165587.1?report=genbank&log$=prottop&blast_rank=4735&RID=96KSZWM4016"",""WP_029165587.1"")"
N-acetylmuramoyl-L-alanine amidase [Sporosarcina luteola],Sporosarcina luteola,87.8,87.8,100%,2e-17,31.05,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_147057751.1?report=genbank&log$=prottop&blast_rank=4736&RID=96KSZWM4016"",""WP_147057751.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus dakarensis],Bacillus dakarensis,88.2,88.2,98%,2e-17,34.03,484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077214894.1?report=genbank&log$=prottop&blast_rank=4737&RID=96KSZWM4016"",""WP_077214894.1"")"
N-acetylmuramoyl-L-alanine amidase [Lederbergia galactosidilytica],Lederbergia galactosidilytica,87.0,87.0,100%,2e-17,30.16,353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057987806.1?report=genbank&log$=prottop&blast_rank=4738&RID=96KSZWM4016"",""WP_057987806.1"")"
N-acetylmuramoyl-L-alanine amidase [Deinococcus radiotolerans],Deinococcus radiotolerans,88.2,88.2,100%,2e-17,29.90,577,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189071070.1?report=genbank&log$=prottop&blast_rank=4739&RID=96KSZWM4016"",""WP_189071070.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus aerolatus],Bacillus aerolatus,88.2,88.2,98%,2e-17,33.16,483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_225435345.1?report=genbank&log$=prottop&blast_rank=4740&RID=96KSZWM4016"",""WP_225435345.1"")"
N-acetylmuramoyl-L-alanine amidase [Nitrincola iocasae],Nitrincola iocasae,87.8,87.8,98%,2e-17,24.79,456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_225307428.1?report=genbank&log$=prottop&blast_rank=4741&RID=96KSZWM4016"",""WP_225307428.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerotalea alkaliphila],Anaerotalea alkaliphila,88.2,88.2,93%,2e-17,32.60,750,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162369935.1?report=genbank&log$=prottop&blast_rank=4742&RID=96KSZWM4016"",""WP_162369935.1"")"
N-acetylmuramoyl-L-alanine amidase [Deinococcus aetherius],Deinococcus aetherius,88.2,88.2,100%,2e-17,30.41,634,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_264776079.1?report=genbank&log$=prottop&blast_rank=4743&RID=96KSZWM4016"",""WP_264776079.1"")"
N-acetylmuramoyl-L-alanine amidase [Acidilutibacter cellobiosedens],Acidilutibacter cellobiosedens,85.5,85.5,100%,2e-17,32.63,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_114218103.1?report=genbank&log$=prottop&blast_rank=4744&RID=96KSZWM4016"",""WP_114218103.1"")"
N-acetylmuramoyl-L-alanine amidase [Thiorhodococcus mannitoliphagus],Thiorhodococcus mannitoliphagus,87.8,87.8,99%,3e-17,28.88,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240905757.1?report=genbank&log$=prottop&blast_rank=4745&RID=96KSZWM4016"",""WP_240905757.1"")"
N-acetylmuramoyl-L-alanine amidase [Listeria grayi],Listeria grayi,87.8,87.8,98%,3e-17,31.22,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036103927.1?report=genbank&log$=prottop&blast_rank=4746&RID=96KSZWM4016"",""WP_036103927.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium bornimense],Clostridium bornimense,85.9,85.9,96%,3e-17,34.04,270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044038673.1?report=genbank&log$=prottop&blast_rank=4747&RID=96KSZWM4016"",""WP_044038673.1"")"
N-acetylmuramoyl-L-alanine amidase [Exiguobacterium aurantiacum],Exiguobacterium aurantiacum,87.8,87.8,100%,3e-17,29.29,436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235263284.1?report=genbank&log$=prottop&blast_rank=4748&RID=96KSZWM4016"",""WP_235263284.1"")"
N-acetylmuramoyl-L-alanine amidase [Wielerella bovis],Wielerella bovis,87.8,87.8,100%,3e-17,29.69,417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_249441715.1?report=genbank&log$=prottop&blast_rank=4749&RID=96KSZWM4016"",""WP_249441715.1"")"
N-acetylmuramoyl-L-alanine amidase [Planococcus lenghuensis],Planococcus lenghuensis,84.3,84.3,96%,3e-17,29.57,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077588532.1?report=genbank&log$=prottop&blast_rank=4750&RID=96KSZWM4016"",""WP_077588532.1"")"
N-acetylmuramoyl-L-alanine amidase [Salimicrobium humidisoli],Salimicrobium humidisoli,87.8,87.8,99%,3e-17,32.12,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095821433.1?report=genbank&log$=prottop&blast_rank=4751&RID=96KSZWM4016"",""WP_095821433.1"")"
N-acetylmuramoyl-L-alanine amidase [Lachnospira pectinoschiza],Lachnospira pectinoschiza,86.7,86.7,95%,3e-17,34.25,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074521424.1?report=genbank&log$=prottop&blast_rank=4752&RID=96KSZWM4016"",""WP_074521424.1"")"
N-acetylmuramoyl-L-alanine amidase [Haloferula rosea],Haloferula rosea,85.5,85.5,96%,3e-17,33.15,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234044540.1?report=genbank&log$=prottop&blast_rank=4753&RID=96KSZWM4016"",""WP_234044540.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus gallinarum],Paenibacillus gallinarum,87.8,87.8,100%,3e-17,33.16,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191799740.1?report=genbank&log$=prottop&blast_rank=4754&RID=96KSZWM4016"",""WP_191799740.1"")"
N-acetylmuramoyl-L-alanine amidase [Brockia lithotrophica],Brockia lithotrophica,85.5,85.5,100%,3e-17,26.80,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245956407.1?report=genbank&log$=prottop&blast_rank=4755&RID=96KSZWM4016"",""WP_245956407.1"")"
N-acetylmuramoyl-L-alanine amidase [Deinococcus murrayi],Deinococcus murrayi,87.4,87.4,96%,3e-17,28.89,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245576202.1?report=genbank&log$=prottop&blast_rank=4756&RID=96KSZWM4016"",""WP_245576202.1"")"
N-acetylmuramoyl-L-alanine amidase [Nitrosomonas ureae],Nitrosomonas ureae,87.8,87.8,100%,3e-17,29.24,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235590347.1?report=genbank&log$=prottop&blast_rank=4757&RID=96KSZWM4016"",""WP_235590347.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Desulfofalx alkaliphila],Desulfofalx alkaliphila,87.8,87.8,98%,3e-17,32.62,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169738590.1?report=genbank&log$=prottop&blast_rank=4758&RID=96KSZWM4016"",""WP_169738590.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacillus thermoruber],Brevibacillus thermoruber,85.5,85.5,100%,3e-17,30.16,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051188167.1?report=genbank&log$=prottop&blast_rank=4759&RID=96KSZWM4016"",""WP_051188167.1"")"
N-acetylmuramoyl-L-alanine amidase [Oxobacter pfennigii],Oxobacter pfennigii,88.2,88.2,94%,3e-17,33.52,710,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054873561.1?report=genbank&log$=prottop&blast_rank=4760&RID=96KSZWM4016"",""WP_054873561.1"")"
N-acetylmuramoyl-L-alanine amidase [Fictibacillus arsenicus],Fictibacillus arsenicus,87.8,87.8,99%,3e-17,30.89,465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077360053.1?report=genbank&log$=prottop&blast_rank=4761&RID=96KSZWM4016"",""WP_077360053.1"")"
N-acetylmuramoyl-L-alanine amidase [Legionella beliardensis],Legionella beliardensis,87.8,87.8,99%,3e-17,27.66,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_115303513.1?report=genbank&log$=prottop&blast_rank=4762&RID=96KSZWM4016"",""WP_115303513.1"")"
peptidoglycan-binding protein [Alteribacter salitolerans],Alteribacter salitolerans,88.2,88.2,98%,3e-17,32.28,883,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205166834.1?report=genbank&log$=prottop&blast_rank=4763&RID=96KSZWM4016"",""WP_205166834.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium sartagoforme],Clostridium sartagoforme,85.1,85.1,86%,3e-17,34.97,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_136006032.1?report=genbank&log$=prottop&blast_rank=4764&RID=96KSZWM4016"",""WP_136006032.1"")"
SH3 domain-containing protein [Geobacillus icigianus],Geobacillus icigianus,88.2,88.2,100%,3e-17,33.16,741,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_033022520.1?report=genbank&log$=prottop&blast_rank=4765&RID=96KSZWM4016"",""WP_033022520.1"")"
N-acetylmuramoyl-L-alanine amidase [Flagellatimonas centrodinii],Flagellatimonas centrodinii,87.4,87.4,99%,3e-17,25.32,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_228349017.1?report=genbank&log$=prottop&blast_rank=4766&RID=96KSZWM4016"",""WP_228349017.1"")"
N-acetylmuramoyl-L-alanine amidase [Niallia taxi],Niallia taxi,87.8,87.8,99%,3e-17,30.00,511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_251663870.1?report=genbank&log$=prottop&blast_rank=4767&RID=96KSZWM4016"",""WP_251663870.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalicoccus saliphilus],Alkalicoccus saliphilus,87.8,87.8,98%,3e-17,31.05,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_107586003.1?report=genbank&log$=prottop&blast_rank=4768&RID=96KSZWM4016"",""WP_107586003.1"")"
N-acetylmuramoyl-L-alanine amidase [Allofustis seminis],Allofustis seminis,87.8,87.8,97%,3e-17,28.65,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018658711.1?report=genbank&log$=prottop&blast_rank=4769&RID=96KSZWM4016"",""WP_018658711.1"")"
N-acetylmuramoyl-L-alanine amidase [Suttonella ornithocola],Suttonella ornithocola,87.8,87.8,98%,3e-17,28.57,464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072575654.1?report=genbank&log$=prottop&blast_rank=4770&RID=96KSZWM4016"",""WP_072575654.1"")"
N-acetylmuramoyl-L-alanine amidase [Methylophaga nitratireducenticrescens],Methylophaga nitratireducenticrescens,87.8,87.8,99%,3e-17,27.47,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014707649.1?report=genbank&log$=prottop&blast_rank=4771&RID=96KSZWM4016"",""WP_014707649.1"")"
SH3 domain-containing protein [Psychrobacillus lasiicapitis],Psychrobacillus lasiicapitis,88.2,88.2,99%,3e-17,35.42,867,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_142537424.1?report=genbank&log$=prottop&blast_rank=4772&RID=96KSZWM4016"",""WP_142537424.1"")"
N-acetylmuramoyl-L-alanine amidase [Caloranaerobacter azorensis],Caloranaerobacter azorensis,87.8,87.8,98%,3e-17,29.95,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052045336.1?report=genbank&log$=prottop&blast_rank=4773&RID=96KSZWM4016"",""WP_052045336.1"")"
N-acetylmuramoyl-L-alanine amidase [Caloramator fervidus],Caloramator fervidus,87.8,87.8,98%,3e-17,32.62,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103895085.1?report=genbank&log$=prottop&blast_rank=4774&RID=96KSZWM4016"",""WP_103895085.1"")"
N-acetylmuramoyl-L-alanine amidase [Solemya velum gill symbiont],Solemya velum gill symbiont,87.8,87.8,99%,3e-17,29.61,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_200885992.1?report=genbank&log$=prottop&blast_rank=4775&RID=96KSZWM4016"",""WP_200885992.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus cellulositrophicus],Paenibacillus cellulositrophicus,87.8,87.8,100%,3e-17,34.03,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152399049.1?report=genbank&log$=prottop&blast_rank=4776&RID=96KSZWM4016"",""WP_152399049.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium massiliamazoniense],Clostridium massiliamazoniense,88.2,88.2,98%,3e-17,33.69,589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055070182.1?report=genbank&log$=prottop&blast_rank=4777&RID=96KSZWM4016"",""WP_055070182.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus solani],Paenibacillus solani,87.8,87.8,99%,3e-17,31.75,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054401751.1?report=genbank&log$=prottop&blast_rank=4778&RID=96KSZWM4016"",""WP_054401751.1"")"
N-acetylmuramoyl-L-alanine amidase [Facklamia hominis],Facklamia hominis,87.8,87.8,99%,3e-17,27.13,458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006907794.1?report=genbank&log$=prottop&blast_rank=4779&RID=96KSZWM4016"",""WP_006907794.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus artemisiicola],Paenibacillus artemisiicola,87.8,87.8,100%,3e-17,33.16,499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240546575.1?report=genbank&log$=prottop&blast_rank=4780&RID=96KSZWM4016"",""WP_240546575.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermus oshimai],Thermus oshimai,87.0,87.0,98%,3e-17,27.19,366,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_016328716.1?report=genbank&log$=prottop&blast_rank=4781&RID=96KSZWM4016"",""WP_016328716.1"")"
N-acetylmuramoyl-L-alanine amidase [Limihaloglobus sulfuriphilus],Limihaloglobus sulfuriphilus,85.1,85.1,99%,3e-17,32.11,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_146684126.1?report=genbank&log$=prottop&blast_rank=4782&RID=96KSZWM4016"",""WP_146684126.1"")"
N-acetylmuramoyl-L-alanine amidase [Solimonas variicoloris],Solimonas variicoloris,87.4,87.4,99%,3e-17,29.79,409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020650381.1?report=genbank&log$=prottop&blast_rank=4783&RID=96KSZWM4016"",""WP_020650381.1"")"
N-acetylmuramoyl-L-alanine amidase [Metabacillus crassostreae],Metabacillus crassostreae,85.1,85.1,98%,3e-17,32.29,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_239589604.1?report=genbank&log$=prottop&blast_rank=4784&RID=96KSZWM4016"",""WP_239589604.1"")"
N-acetylmuramoyl-L-alanine amidase [Bombilactobacillus mellis],Bombilactobacillus mellis,87.8,87.8,98%,3e-17,30.32,438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_045922563.1?report=genbank&log$=prottop&blast_rank=4785&RID=96KSZWM4016"",""WP_045922563.1"")"
N-acetylmuramoyl-L-alanine amidase [Levilactobacillus angrenensis],Levilactobacillus angrenensis,85.9,85.9,100%,3e-17,26.98,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125575867.1?report=genbank&log$=prottop&blast_rank=4786&RID=96KSZWM4016"",""WP_125575867.1"")"
N-acetylmuramoyl-L-alanine amidase [Petrachloros mirabilis],Petrachloros mirabilis,86.7,86.7,98%,3e-17,28.57,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238718396.1?report=genbank&log$=prottop&blast_rank=4787&RID=96KSZWM4016"",""WP_238718396.1"")"
N-acetylmuramoyl-L-alanine amidase [Rheinheimera tangshanensis],Rheinheimera tangshanensis,87.8,87.8,99%,3e-17,27.97,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_147902990.1?report=genbank&log$=prottop&blast_rank=4788&RID=96KSZWM4016"",""WP_147902990.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus tuaregi],Paenibacillus tuaregi,85.5,85.5,100%,3e-17,31.02,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235847686.1?report=genbank&log$=prottop&blast_rank=4789&RID=96KSZWM4016"",""WP_235847686.1"")"
N-acetylmuramoyl-L-alanine amidase [Motilimonas pumila],Motilimonas pumila,87.8,87.8,100%,3e-17,29.11,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_119912234.1?report=genbank&log$=prottop&blast_rank=4790&RID=96KSZWM4016"",""WP_119912234.1"")"
N-acetylmuramoyl-L-alanine amidase [Domibacillus robiginosus],Domibacillus robiginosus,87.8,87.8,98%,3e-17,32.29,464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245629912.1?report=genbank&log$=prottop&blast_rank=4791&RID=96KSZWM4016"",""WP_245629912.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenisporosarcina quisquiliarum],Paenisporosarcina quisquiliarum,84.0,84.0,98%,3e-17,27.89,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_269926601.1?report=genbank&log$=prottop&blast_rank=4792&RID=96KSZWM4016"",""WP_269926601.1"")"
N-acetylmuramoyl-L-alanine amidase [Halopseudomonas xiamenensis],Halopseudomonas xiamenensis,87.8,87.8,99%,3e-17,27.23,450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185267550.1?report=genbank&log$=prottop&blast_rank=4793&RID=96KSZWM4016"",""WP_185267550.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus ginsengarvi],Paenibacillus ginsengarvi,88.2,88.2,99%,3e-17,30.21,637,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158606877.1?report=genbank&log$=prottop&blast_rank=4794&RID=96KSZWM4016"",""WP_158606877.1"")"
N-acetylmuramoyl-L-alanine amidase [Aliamphritea ceti],Aliamphritea ceti,87.8,87.8,99%,3e-17,26.81,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_261843970.1?report=genbank&log$=prottop&blast_rank=4795&RID=96KSZWM4016"",""WP_261843970.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus hemerocallicola],Paenibacillus hemerocallicola,87.4,87.4,94%,3e-17,31.84,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_139604151.1?report=genbank&log$=prottop&blast_rank=4796&RID=96KSZWM4016"",""WP_139604151.1"")"
N-acetylmuramoyl-L-alanine amidase [Lachnospira multipara],Lachnospira multipara,86.7,86.7,95%,3e-17,33.70,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051195446.1?report=genbank&log$=prottop&blast_rank=4797&RID=96KSZWM4016"",""WP_051195446.1"")"
N-acetylmuramoyl-L-alanine amidase [Planomicrobium soli],Planomicrobium soli,84.0,84.0,98%,3e-17,30.53,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106534189.1?report=genbank&log$=prottop&blast_rank=4798&RID=96KSZWM4016"",""WP_106534189.1"")"
N-acetylmuramoyl-L-alanine amidase [Candidatus Protochlamydia],Candidatus Protochlamydia,85.9,85.9,98%,3e-17,30.73,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011174865.1?report=genbank&log$=prottop&blast_rank=4799&RID=96KSZWM4016"",""WP_011174865.1"")"
N-acetylmuramoyl-L-alanine amidase [Anoxybacillus amylolyticus],Anoxybacillus amylolyticus,87.8,87.8,100%,3e-17,29.10,448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084256380.1?report=genbank&log$=prottop&blast_rank=4800&RID=96KSZWM4016"",""WP_084256380.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Flavonifractor plautii],Flavonifractor plautii,87.8,87.8,98%,3e-17,29.84,512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_007494573.1?report=genbank&log$=prottop&blast_rank=4801&RID=96KSZWM4016"",""WP_007494573.1"")"
N-acetylmuramoyl-L-alanine amidase [Bhargavaea cecembensis],Bhargavaea cecembensis,84.0,84.0,98%,3e-17,28.42,185,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_008300269.1?report=genbank&log$=prottop&blast_rank=4802&RID=96KSZWM4016"",""WP_008300269.1"")"
N-acetylmuramoyl-L-alanine amidase [Diplocloster modestus],Diplocloster modestus,85.9,85.9,100%,3e-17,30.41,270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158355057.1?report=genbank&log$=prottop&blast_rank=4803&RID=96KSZWM4016"",""WP_158355057.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus tundrae],Paenibacillus tundrae,87.0,87.0,100%,3e-17,34.03,362,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_269056258.1?report=genbank&log$=prottop&blast_rank=4804&RID=96KSZWM4016"",""WP_269056258.1"")"
N-acetylmuramoyl-L-alanine amidase [Marinobacter mobilis],Marinobacter mobilis,87.4,87.4,99%,3e-17,26.38,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245725917.1?report=genbank&log$=prottop&blast_rank=4805&RID=96KSZWM4016"",""WP_245725917.1"")"
N-acetylmuramoyl-L-alanine amidase [Heliobacterium mobile],Heliobacterium mobile,85.1,85.1,97%,3e-17,33.15,245,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155474850.1?report=genbank&log$=prottop&blast_rank=4806&RID=96KSZWM4016"",""WP_155474850.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus turpanensis],Paenibacillus turpanensis,87.8,87.8,100%,3e-17,31.22,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243734911.1?report=genbank&log$=prottop&blast_rank=4807&RID=96KSZWM4016"",""WP_243734911.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus],Paenibacillus,85.9,85.9,98%,3e-17,32.09,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_223085906.1?report=genbank&log$=prottop&blast_rank=4808&RID=96KSZWM4016"",""WP_223085906.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus elgii],Paenibacillus elgii,87.4,87.4,99%,3e-17,29.06,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_063185170.1?report=genbank&log$=prottop&blast_rank=4809&RID=96KSZWM4016"",""WP_063185170.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus natechei],Virgibacillus natechei,87.0,87.0,98%,3e-17,29.53,377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209464064.1?report=genbank&log$=prottop&blast_rank=4810&RID=96KSZWM4016"",""WP_209464064.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Alkaliphilus metalliredigens],Alkaliphilus metalliredigens,87.8,87.8,100%,3e-17,30.77,719,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012062215.1?report=genbank&log$=prottop&blast_rank=4811&RID=96KSZWM4016"",""WP_012062215.1"")"
