taxid,family,genus_species,helix_5_occupancy_75_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
>1509241,Pectobacteriaceae,Brenneria roseae,65,Brenneria roseae,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>35703,Enterobacteriaceae,Citrobacter amalonaticus,65,Citrobacter amalonaticus,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>552386,Vibrionaceae,Vibrio gallaecicus,65,Vibrio gallaecicus,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>82991,Enterobacteriaceae,Buttiauxella izardii,65,Buttiauxella izardii,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,65,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1510206,Vibrionaceae,Salinivibrio socompensis,50,Salinivibrio socompensis,Pseudomonadota,Vibrionaceae,Non-pathogenic,Gram-negative
>69220,Enterobacteriaceae,Lelliottia nimipressuralis,65,Lelliottia nimipressuralis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>51367,Vibrionaceae,Salinivibrio costicola,50,Salinivibrio costicola,Pseudomonadota,Vibrionaceae,Non-pathogenic,Gram-negative
>51047,Pasteurellaceae,Actinobacillus minor,64,Actinobacillus minor,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>82977,Enterobacteriaceae,Buttiauxella agrestis,65,Buttiauxella agrestis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1163710,Enterobacteriaceae,Cronobacter condimenti,65,Cronobacter condimenti,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>299255,Ferrimonadaceae,Ferrimonas marina,65,Ferrimonas marina,Pseudomonadota,Ferrimonadaceae,Non-pathogenic,Gram-negative
>2871826,Enterobacteriaceae,Symbiopectobacterium purcellii,65,Symbiopectobacterium purcellii,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>1195763,Vibrionaceae,Photobacterium aquae,50,Photobacterium aquae,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1918946,Vibrionaceae,Vibrio palustris,65,Vibrio palustris,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>82990,Enterobacteriaceae,Buttiauxella gaviniae,65,Buttiauxella gaviniae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>82992,Enterobacteriaceae,Buttiauxella noackiae,65,Buttiauxella noackiae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>666,Vibrionaceae,Vibrio cholerae,65,Vibrio cholerae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>2831590,Enterobacteriaceae,Buttiauxella massiliensis,65,Haematobacter massiliensis,Pseudomonadota,Rhodobacteraceae,Pathogenic,Gram-negative
>2686094,Caulobacteraceae,Terricaulis silvestris,41,Terricaulis silvestris,Pseudomonadota,Caulobacteraceae,Non-pathogenic,Gram-negative
>1967665,Colwelliaceae,Cognaticolwellia beringensis,64,Colwellia beringensis,Pseudomonadota,Colwelliaceae,Non-pathogenic,Gram-negative
>255519,Enterobacteriaceae,Atlantibacter subterranea,65,Atlantibacter subterranea,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>569,Hafniaceae,Hafnia alvei,65,Hafnia alvei,Pseudomonadota,Hafniaceae,Pathogenic,Gram-negative
>82983,Hafniaceae,Obesumbacterium proteus,65,Obesumbacterium proteus,Pseudomonadota,Hafniaceae,Non-pathogenic,Gram-negative
>1354256,Enterobacteriaceae,Buttiauxella warmboldiae,65,Buttiauxella warmboldiae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>67824,Enterobacteriaceae,Citrobacter farmeri,65,Citrobacter farmeri,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2853256,Erwiniaceae,Erwinia phyllosphaerae,65,Erwinia phyllosphaerae,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>668,Vibrionaceae,Aliivibrio fischeri,65,Aliivibrio fischeri,Pseudomonadota,Vibrionaceae,Non-pathogenic,Gram-negative
>158484,Enterobacteriaceae,Cedecea davisae,65,Cedecea davisae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1283284,Aeromonadaceae,Tolumonas lignilytica,65,Tolumonas lignilytica,Pseudomonadota,Aeromonadaceae,Non-pathogenic,Gram-negative
>1481923,Vibrionaceae,Vibrio astriarenae,65,Vibrio astriarenae,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>673,Vibrionaceae,Grimontia hollisae,49,Grimontia hollisae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>1207039,Fam_of_Gallaecimonas,Gallaecimonas xiamenensis,65,Gallaecimonas xiamenensis,Pseudomonadota,,Non-pathogenic,Gram-negative
>97481,Pasteurellaceae,Pasteurella skyensis,64,Pasteurella skyensis,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>666,Vibrionaceae,Vibrio cholerae,65,Vibrio cholerae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>158822,Enterobacteriaceae,Cedecea neteri,65,Cedecea neteri,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>55211,Erwiniaceae,Erwinia persicina,65,Erwinia persicina,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2304625,Colwelliaceae,Colwellia ponticola,64,Colwellia ponticola,Pseudomonadota,Colwelliaceae,Non-pathogenic,Gram-negative
>357240,Enterobacteriaceae,Franconibacter helveticus,65,Franconibacter helveticus,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1514904,Ahrensiaceae,Ahrensia marina,45,Ahrensia marina,Pseudomonadota,Ahrensiaceae,Non-pathogenic,Gram-negative
>82977,Enterobacteriaceae,Buttiauxella agrestis,65,Buttiauxella agrestis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>43948,Aeromonadaceae,Tolumonas auensis,65,Tolumonas auensis,Pseudomonadota,Aeromonadaceae,Non-pathogenic,Gram-negative
>183417,Morganellaceae,Proteus hauseri,64,Proteus hauseri,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>2853805,Vibrionaceae,Enterovibrio paralichthyis,49,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>1159017,Idiomarinaceae,Pseudidiomarina indica,65,Pseudidiomarina indica,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>885040,Enterobacteriaceae,Enterobacter soli,65,Enterobacter soli,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2183582,Alteromonadaceae,Saliniradius amylolyticus,65,Saliniradius amylolyticus,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>1295392,Vibrionaceae,Photobacterium gaetbulicola,64,Photobacterium gaetbulicola,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>570012,Enterobacteriaceae,Shimwellia pseudoproteus,65,Shimwellia pseudoproteus,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>69222,Erwiniaceae,Erwinia mallotivora,65,Erwinia mallotivora,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>1655234,Colwelliaceae,Thalassotalea euphylliae,50,Thalassotalea euphylliae,Pseudomonadota,Colwelliaceae,Non-pathogenic,Gram-negative
>636,Hafniaceae,Edwardsiella tarda,65,Edwardsiella tarda,Pseudomonadota,Hafniaceae,Pathogenic,Gram-negative
>2878098,Pectobacteriaceae,Pectobacterium colocasium,65,Photobacterium damselae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>68334,Erwiniaceae,Erwinia aphidicola,65,Erwinia aphidicola,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>670,Vibrionaceae,Vibrio parahaemolyticus,65,Vibrio parahaemolyticus,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>1524965,Pasteurellaceae,Ursidibacter arcticus,64,Ursidibacter arcticus,Pseudomonadota,Pasteurellaceae,Non-pathogenic,Gram-negative
>1443036,Pasteurellaceae,Vespertiliibacter pulmonis,64,Vespertiliibacter pulmonis,Pseudomonadota,Pasteurellaceae,Non-pathogenic,Gram-negative
>296199,Vibrionaceae,Vibrio gigantis,65,Vibrio gigantis,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1109412,Pectobacteriaceae,Brenneria goodwinii,65,Brenneria goodwinii,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>565,Enterobacteriaceae,Atlantibacter hermannii,65,Atlantibacter hermannii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>158823,Enterobacteriaceae,Cedecea lapagei,65,Cedecea lapagei,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2080838,Enterobacteriaceae,Lelliottia aquatilis,65,Lelliottia jeotgali,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>398736,Vibrionaceae,Vibrio rhizosphaerae,51,Vibrio rhizosphaerae,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>198832,Vibrionaceae,Vibrio pomeroyi,65,Vibrio pomeroyi,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>69224,Erwiniaceae,Erwinia psidii,65,Erwinia psidii,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2893468,Vibrionaceae,Vibrio gelatinilyticus,65,Vibrio alginolyticus,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>1342794,Vibrionaceae,Photobacterium sanctipauli,50,Photobacterium sanctipauli,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1465635,Erwiniaceae,Pantoea coffeiphila,65,Pantoea coffeiphila,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>666,Vibrionaceae,Vibrio cholerae,65,Vibrio cholerae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>2164068,Alteromonadaceae,Alginatibacterium sediminis,65,Alginatibacterium sediminis,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>318456,Vibrionaceae,Photobacterium kishitanii,50,Photobacterium kishitanii,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>28181,Thalassospiraceae,Magnetovibrio blakemorei,45,Magnetovibrio blakemorei,Pseudomonadota,Thalassospiraceae,Non-pathogenic,Gram-negative
>357240,Enterobacteriaceae,Franconibacter helveticus,65,Franconibacter helveticus,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>65700,Erwiniaceae,Erwinia tracheiphila,65,Erwinia tracheiphila,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>266810,Vibrionaceae,Photobacterium lipolyticum,50,Photobacterium lipolyticum,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>29494,Vibrionaceae,Vibrio furnissii,65,Vibrio furnissii,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>1858656,Alteromonadaceae,Alteromonas pelagimontana,65,Alteromonas pelagimontana,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>212667,Vibrionaceae,Vibrio fortis,65,Vibrio fortis,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>519452,Idiomarinaceae,Pseudidiomarina donghaiensis,65,Pseudidiomarina donghaiensis,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>1056511,Vibrionaceae,Photobacterium marinum,50,Photobacterium marinum,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1381080,Idiomarinaceae,Pseudidiomarina woesei,65,Pseudidiomarina woesei,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>1234606,Alteromonadaceae,Gayadomonas joobiniege,65,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>512650,Vibrionaceae,Vibrio sagamiensis,65,Vibrio sagamiensis,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>67780,Hafniaceae,Edwardsiella ictaluri,65,Edwardsiella ictaluri,Pseudomonadota,Hafniaceae,Potentially pathogenic,Gram-negative
>636,Hafniaceae,Edwardsiella tarda,65,Edwardsiella tarda,Pseudomonadota,Hafniaceae,Pathogenic,Gram-negative
>55212,Erwiniaceae,Erwinia rhapontici,65,Erwinia rhapontici,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>252393,Erwiniaceae,Candidatus Erwinia dacicola,65,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>666,Vibrionaceae,Vibrio cholerae,65,Vibrio cholerae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>754436,Vibrionaceae,Photobacterium aphoticum,50,Photobacterium aphoticum,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>634500,Erwiniaceae,Erwinia billingiae,65,Erwinia billingiae,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2527672,Vibrionaceae,Vibrio chemaguriensis,65,Vibrio chemaguriensis,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>546367,Hafniaceae,Hafnia paralvei,65,Hafnia paralvei,Pseudomonadota,Hafniaceae,Potentially pathogenic,Gram-negative
>1918945,Vibrionaceae,Vibrio spartinae,51,Vibrio spartinae,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>990271,Vibrionaceae,Vibrio variabilis,65,Vibrio variabilis,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>413497,Enterobacteriaceae,Cronobacter dublinensis,65,Cronobacter dublinensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1074311,Vibrionaceae,Vibrio alfacsensis,65,Vibrio alfacsensis,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>2711294,Vibrionaceae,Grimontia sedimenti,49,Grimontia sedimenti,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>2164067,Rhodospirillaceae,Algihabitans albus,45,Algihabitans albus,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
>636,Hafniaceae,Edwardsiella tarda,65,Edwardsiella tarda,Pseudomonadota,Hafniaceae,Pathogenic,Gram-negative
>754,Pasteurellaceae,Pasteurella dagmatis,64,Pasteurella dagmatis,Pseudomonadota,Pasteurellaceae,Pathogenic,Gram-negative
>1796644,Pasteurellaceae,Pasteurella caecimuris,64,Pasteurella caecimuris,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>1056512,Vibrionaceae,Grimontia indica,49,Grimontia hollisae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>92933,Azospirillaceae,Azospirillum doebereinerae,45,Azospirillum doebereinerae,Pseudomonadota,Azospirillaceae,Non-pathogenic,Gram-negative
>84159,Rhodospirillaceae,Magnetospirillum magneticum,45,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>2572245,Colwelliaceae,Thalassotalea mangrovi,64,Thalassotalea mangrovi,Pseudomonadota,Colwelliaceae,Non-pathogenic,Gram-negative
>2815733,Enterobacteriaceae,Tenebrionicola larvae,65,Tenebrionicola larvae,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>566293,Vibrionaceae,Aliivibrio sifiae,65,Aliivibrio sifiae,Pseudomonadota,Vibrionaceae,Non-pathogenic,Gram-negative
>1358440,Tepidamorphaceae,Lutibaculum baratangense,45,Lutibaculum baratangense,Pseudomonadota,Tepidamorphaceae,Non-pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,65,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>56807,Alteromonadaceae,Glaciecola pallidula,65,Glaciecola pallidula,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>1906744,Pasteurellaceae,Rodentibacter heylii,64,Rodentibacter heylii,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>666,Vibrionaceae,Vibrio cholerae,65,Vibrio cholerae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>357794,Psychromonadaceae,Psychromonas ingrahamii,65,Psychromonas ingrahamii,Pseudomonadota,Psychromonadaceae,Non-pathogenic,Gram-negative
>796334,Erwiniaceae,Erwinia oleae,65,Erwinia oleae,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2812559,Azospirillaceae,Arenibaculum pallidiluteum,44,Arenibaculum pallidiluteum,Pseudomonadota,Azospirillaceae,Non-pathogenic,Gram-negative
>1004159,Morganellaceae,Photorhabdus tasmaniensis,64,Photorhabdus tasmaniensis,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>1563158,Erwiniaceae,Erwinia endophytica,65,Erwinia endophytica,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>666,Vibrionaceae,Vibrio cholerae,65,Vibrio cholerae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>1908263,Pasteurellaceae,Rodentibacter trehalosifermentans,64,Rodentibacter trehalosifermentans,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>55213,Pectobacteriaceae,Brenneria rubrifaciens,65,Brenneria rubrifaciens,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2847292,Vibrionaceae,Vibrio amylolyticus,65,Vibrio alginolyticus,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>2034769,Pectobacteriaceae,Pectobacterium zantedeschiae,65,Pectobacterium zantedeschiae,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>666,Vibrionaceae,Vibrio cholerae,65,Vibrio cholerae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>1963359,Brucellaceae,Brucella endophytica,44,Brucella endophytica,Pseudomonadota,Brucellaceae,Potentially pathogenic,Gram-negative
>611300,Rhodospirillaceae,Magnetospirillum sulfuroxidans,45,Anaerobiospirillum succiniciproducens,Pseudomonadota,Succinivibrionaceae,Pathogenic,Gram-negative
>2774015,Pectobacteriaceae,Pectobacterium quasiaquaticum,65,Pectobacterium quasiaquaticum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2339259,Yersiniaceae,Yersinia hibernica,65,Yersinia hibernica,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>2034155,Yersiniaceae,Serratia oryzae,65,Serratia oryzae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>630,Yersiniaceae,Yersinia enterocolitica,65,Yersinia enterocolitica,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>474394,Vibrionaceae,Vibrio mangrovi,51,Vibrio mangrovi,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1922333,Phyllobacteriaceae,Hoeflea prorocentri,45,Veillonella rodentium,Bacillota,Veillonellaceae,Potentially pathogenic,Gram-negative
>184755,Vibrionaceae,Vibrio ruber,51,Vibrio ruber,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>676,Vibrionaceae,Vibrio fluvialis,65,Vibrio fluvialis,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>666,Vibrionaceae,Vibrio cholerae,65,Vibrio cholerae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>2607663,Yersiniaceae,Yersinia canariae,65,Yersinia canariae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>1908260,Pasteurellaceae,Rodentibacter rarus,64,Rodentibacter rarus,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>2770636,Pasteurellaceae,Mannheimia bovis,64,Mannheimia bovis,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>666,Vibrionaceae,Vibrio cholerae,65,Vibrio cholerae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>2890315,Yersiniaceae,Yersinia artesiana,65,Yersinia artesiana,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>1266052,Pseudoalteromonadaceae,Psychrosphaera aestuarii,65,Psychrosphaera aestuarii,Pseudomonadota,Pseudoalteromonadaceae,Non-pathogenic,Gram-negative
>2890316,Yersiniaceae,Yersinia proxima,65,Yersinia proxima,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>414052,Rhodospirillaceae,Caenispirillum bisanense,45,Caenispirillum bisanense,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
>29471,Pectobacteriaceae,Pectobacterium atrosepticum,65,Pectobacterium atrosepticum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>28169,Vibrionaceae,Vibrio pelagius,65,Listonella pelagia,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>880157,Morganellaceae,Xenorhabdus khoisanae,64,Xenorhabdus khoisanae,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>29488,Morganellaceae,Photorhabdus luminescens,64,Photorhabdus luminescens,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>1906745,Pasteurellaceae,Rodentibacter ratti,64,Rodentibacter ratti,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>1505866,Orbaceae,Candidatus Schmidhempelia bombi,65,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>2066479,Pectobacteriaceae,Pectobacterium peruviense,65,Pectobacterium peruviense,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>758,Pasteurellaceae,Rodentibacter pneumotropicus,64,Rodentibacter pneumotropicus,Pseudomonadota,Pasteurellaceae,Pathogenic,Gram-negative
>351671,Morganellaceae,Xenorhabdus doucetiae,64,Xenorhabdus doucetiae,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>1908258,Pasteurellaceae,Rodentibacter heidelbergensis,64,Rodentibacter heidelbergensis,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>2729140,Alteromonadaceae,Salinimonas profundi,65,Alteromonas alteriprofundi,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>249188,Pasteurellaceae,Haemophilus pittmaniae,64,Haemophilus pittmaniae,Pseudomonadota,Pasteurellaceae,Pathogenic,Gram-negative
>1123042,Morganellaceae,Photorhabdus stackebrandtii,64,Photorhabdus stackebrandtii,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>338565,Erwiniaceae,Erwinia tasmaniensis,65,Erwinia tasmaniensis,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>371042,Erwiniaceae,Erwinia typographi,65,Erwinia typographi,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>691,Vibrionaceae,Vibrio natriegens,65,Vibrio natriegens,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1974215,Vibrionaceae,Vibrio fujianensis,51,Vibrio fujianensis,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,65,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2572577,Alteromonadaceae,Salinimonas iocasae,65,Alteromonas iocasae,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>78398,Pectobacteriaceae,Pectobacterium odoriferum,65,Pectobacterium odoriferum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2204145,Pectobacteriaceae,Pectobacterium aquaticum,65,Pectobacterium aquaticum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2200953,Vibrionaceae,Vibrio albus,65,Vibrio albus,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>2488639,Pectobacteriaceae,Pectobacterium versatile,65,Pectobacterium versatile,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2890319,Yersiniaceae,Yersinia thracica,65,Yersinia thracica,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>388640,Bartonellaceae,Bartonella australis,44,Bartonella australis,Pseudomonadota,Bartonellaceae,Potentially pathogenic,Gram-negative
>79967,Erwiniaceae,Erwinia pyrifoliae,65,Erwinia pyrifoliae,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>56192,Vibrionaceae,Photobacterium iliopiscarium,50,Photobacterium iliopiscarium,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>2914984,Pectobacteriaceae,Brenneria tiliae,65,Brenneria tiliae,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2590031,Pectobacteriaceae,Affinibrenneria salicis,65,Affinibrenneria salicis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>512649,Vibrionaceae,Vibrio azureus,65,Vibrio azureus,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1378299,Vibrionaceae,Photobacterium piscicola,50,Photobacterium piscicola,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1288385,Yersiniaceae,Yersinia pekkanenii,65,Yersinia pekkanenii,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>188,Rhodospirillaceae,Magnetospirillum magnetotacticum,45,Magnetospirillum magnetotacticum,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
>632,Yersiniaceae,Yersinia pestis,65,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>29483,Yersiniaceae,Yersinia aldovae,65,Yersinia aldovae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>410840,Kaistiaceae,Kaistia dalseonensis,45,Kaistia dalseonensis,Pseudomonadota,Kaistiaceae,Non-pathogenic,Gram-negative
>1304799,Azospirillaceae,Azospirillum soli,45,Azospirillum soli,Pseudomonadota,Azospirillaceae,Non-pathogenic,Gram-negative
>511998,Vibrionaceae,Aliivibrio finisterrensis,65,Aliivibrio finisterrensis,Pseudomonadota,Vibrionaceae,Non-pathogenic,Gram-negative
>160434,Pectobacteriaceae,Samsonia erythrinae,65,Samsonia erythrinae,Pseudomonadota,Yersiniaceae,Non-pathogenic,Gram-negative
>28152,Yersiniaceae,Yersinia kristensenii,65,Yersinia kristensenii,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>693153,Vibrionaceae,Vibrio atlanticus,65,Vibrio atlanticus,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1935446,Vibrionaceae,Photobacterium toruni,50,Photobacterium toruni,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>2789781,Vibrionaceae,Vibrio nitrifigilis,65,Vibrio nitrifigilis,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>82981,Budviciaceae,Leminorella grimontii,65,Leminorella grimontii,Pseudomonadota,Budviciaceae,Pathogenic,Gram-negative
>2171757,Azospirillaceae,Oleisolibacter albus,44,Oleisolibacter albus,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
>2697027,Bruguierivoracaceae,Sodalis ligni,65,Actinobacillus lignieresii,Pseudomonadota,Pasteurellaceae,Pathogenic,Gram-negative
>212663,Vibrionaceae,Vibrio tasmaniensis,65,Vibrio tasmaniensis,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,65,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
